strasse;hausnummer;anzahl bussgelder
JAKOBSTR.;1;1
JAKOBSTR.;10-12;1
FRIEDRICH-KARL-STR.;218-220;1
FRIEDRICH-KARL-STR.;203;1
FRIEDRICH-KARL-STR.;2;1
FRIEDRICH-KARL-STR.;137;1
JAKOBSTR.;3;1
FRIEDRICH-KARL-STR.;125-137;1
JAKOBSTR.;4/6;1
JAKOBSTR.;4  L6;1
JAKOBSTR.;5;1
FRIEDRICH-KARL-STR.;121-123;1
SAALFELDER STR.;4;1
JAKOBSTR.;54-58;1
JAKOBSTR.;56/58;1
JAKOBSTR.;56-60;1
JAKOBSTR.;56-64;1
FRIEDRICH-KARL-STR.;117-121;1
FRIEDRICH-KARL-STR.;111-113;1
FRIEDRICH-KARL-STR.;105L107;1
JAKOBSTR.;60-62;1
JAKOBSTR.;64;1
FRIEDRICH-KARL-STR.;105-109;1
ALARICHSTR.;37-39;1
FRIEDRICH-KARL-STR.;105.107;1
JAKOBSTR.;6/8;1
FRIEDRICH-KARL-STR.;100;1
JAKOBSTR.;88;1
JAKOBSTR.;9;1
FRIEDRICH-KARL-STR.;10;1
JAKOB-STRÜNKER-STR.;14;1
JAKOB-STURM-STR.;1;1
FRIEDRICH-HIRSCH-STR.;1-7;1
FRIEDRICH-ENGELS-STR.;;1
JAKOB-STURM-STR.;3;1
JAKOB-STURM-STR.;48;1
FRIEDRICH-ENGELS-STR.;5;1
JAKOBUSSTR.;10;1
FRIEDRICH-ENGELS-STR.;1;1
ALARICHSTR.;3-5;1
JAKORDENSTR.;18-20;1
FRIEDRICH-EBERT-UFER;44A-44;1
FRIEDRICH-EBERT-UFER;44-42A;1
JAKORDENSTR.;2/4;1
ALARICHSTR.;32/34;1
FRIEDRICH-EBERT-UFER;40-42;1
FRIEDRICH-EBERT-UFER;40-38;1
FRIEDRICH-EBERT-UFER;106;1
JAN-WELLEM-STR.;13;1
FRIEDRICH-EBERT-UFER;104-106;1
JAN-WELLEM-STR.;1A;1
JAN-WELLEM-STR.;20;1
JAN-WELLEM-STR.;20-22;1
FRIEDRICH-EBERT-STR.;;1
FRIEDRICH-EBERT-STR.;38;1
JAN-WELLEM-STR.;29;1
JAN-WELLEM-STR.;3;1
JAN-WELLEM-STR.;SCHULE;1
FRIEDRICH-EBERT-STR.;3;1
FRIEDRICH-EBERT-STR.;22;1
SCHWEINHEIMER STR.;43-45;1
FRIEDRICH-EBERT-STR.;1B;1
FRIEDRICH-EBERT-STR.;17;1
FRIEDRICH-EBERT-STR.;15;1
FRIEDRICH-EBERT-STR.;13-15;1
JEAN-KÜBBELER-STR.;2;1
FRIEDRICH-EBERT-PLATZ;;1
ALARICHSTR.;32-34;1
FRIEDRICH-EBERT-PLATZ;58-60;1
JEAN-KÜBBELER-STR.;25;1
JEAN-KÜBBELER-STR.;283;1
JEAN-KÜBBELER-STR.;29;1
JEAN-KÜBBELER-STR.;33;1
JEAN-KÜBBELER-STR.;41;1
FRIEDLANDSTR.;5;1
JENNERSTR.;6;1
JESSESTR.;28;1
JESUITENGASSE;106;1
FRIEDLANDSTR.;13;1
JESUITENGASSE;133;1
FRIEDENSTR. RO;90;1
JESUITENGASSE;24;1
JESUITENGASSE;35C;1
JESUITENGASSE;80-86;1
JESUITENGASSE;81;1
JESUITENGASSE;90;1
JOESTSTR.;5;1
FRIEDENSTR.;9;1
FRIEDENSTR.;77-81;1
JOHANN-BENSBERG-STR.;2;1
JOHANN-BENSBERG-STR.;;1
JOHANN-BRINCK-STR.;1A;1
FRIEDENSTR.;5;1
JOHANN-BRINCK-STR.;9;1
JOHANN-CLASSEN-STR.;100;1
JOHANN-CLASSEN-STR.;102;1
JOHANN-CLASSEN-STR.;15;1
JOHANN-CLASSEN-STR.;36;1
JOHANN-CLASSEN-STR.;70 -72;1
JOHANN-CLASSEN-STR.;74;1
JOHANN-CLASSEN-STR.;75;1
FRIEDENSTR.;32-34;1
FRIEDENSTR.;3;1
JOHANNES-ALBERS-STR.;71;1
JOHANNES-DECH-STR.;10;1
FRIEDENSTR.;2-2A;1
JOHANNES-GREFERATH-STR.;9;1
JOHANNES-MÜLLER-STR.;11;1
JOHANNES-MÜLLER-STR.;17;1
JOHANNES-MÜLLER-STR.;18;1
JOHANNES-MÜLLER-STR.;25;1
JOHANNES-MÜLLER-STR.;39;1
JOHANNES-MÜLLER-STR.;40;1
JOHANNES-MÜLLER-STR.;43;1
JOHANNES-MÜLLER-STR.;65;1
FRIEDENSTR.;12;1
JOHANNES-PRASSEL-STR.;123;1
JOHANNES-PRASSEL-STR.;13;1
JOHANNES-PRASSEL-STR.;155;1
JOHANNES-PRASSEL-STR.;15 A;1
FRIEDENSSTR. PO;77-81;1
SCHWEINHEIMER STR.;61;1
FRIEDENSSTR. PO;72-74;1
JOHANNES-PRASSEL-STR.;3;1
JOHANNES-PRASSEL-STR.;35;1
ALARICHSTR.;30/32;1
JOHANNES-PRASSEL-STR.;56;1
JOHANNES-PRASSEL-STR.;66A;1
JOHANNES-PRASSEL-STR.;7;1
FRIEDENSSTR. PO;70-72;1
JOHANNES-PRASSEL-STR.;94;1
FRIEDENSSTR. PO;70;1
JOHANNESSTR. PE;1;1
JOHANNESSTR. PE;10;1
JOHANNESSTR. PE;153;1
JOHANNESSTR. PE;26A;1
FRIEDENSSTR. PO;64-68;1
FRIEDENSSTR. PO;58-62;1
JOHANNESSTR. PE;33 A-D;1
JOHANNESSTR. PE;33A-D;1
JOHANNESSTR. PE;6;1
SAARSTR.;16;1
JOHANNESSTR. PE;GRÜNFLÄCHE;1
JOHANNESSTR. PE;LATERNE21;1
JOHANNESSTR. PE;LATERNE 21;1
JOHANNESSTR. PE;PARPPL.;1
JOHANNESSTR. PE;SCHOTTERPP;1
FRIEDENSSTR. PO;55A;1
AACHENER GLACISS;45-449;1
JOHANNESSTR. PO;13;1
JOHANNESSTR. PO;;1
JOHANNES-STUMPF-STR.;9;1
JOHANNES-THEODOR-BAARGELD;9;1
FRIEDENSSTR. PO;53;1
JOHANNESWEG;TOR;1
JOHANN-HEINRICH-PLATZ;;1
JOHANNISSTR.;43;1
FRIEDENSSTR. PO;462;1
SAARSTR.;18/20;1
FRIEDENSSTR. PO;15;1
JOHANNISSTR.;56/58;1
FRIEDENSSTR. PO;14;1
JOHANNISSTR.;58/56;1
FRIEDENSSTR. PO;114;1
SCHWEINHEIMER STR.;;1
FRIEDENSSTR. PO;112A;1
FRIEDENSSTR. PO;1;1
JOHANNISSTR.;66;1
FRIDOLINSTR.;73;1
JOHANNISSTR.;75;1
JOHANNISSTR.;77;1
JOHANNISSTR.;79;1
FRIDOLINSTR.;68-56;1
JOHANNISSTR.;82-84;1
JOHANNISSTR.;84-86;1
JOHANNISSTR.;86;1
FRIDOLINSTR.;68;1
SCHWERINSTR.;10;1
FRIDOLINSTR.;6;1
JOHANNITERSTR.;105;1
FRIDOLINSTR.;54;1
JOHANNITERSTR.;117;1
JOHANNITERSTR.;119;1
JOHANNITERSTR.;123;1
JOHANNITERSTR.;20;1
JOHANNITERSTR.;33;1
JOHANNITERSTR.;34;1
FRIDOLINSTR.;48;1
JOHANNITERSTR.;36-38;1
SAARSTR.;29;1
JOHANNITERSTR.;47;1
JOHANNITERSTR.;54;1
JOHANNITERSTR.;55;1
JOHANNITERSTR.;METZGEREI;1
FRIDOLINSTR.;43;1
FRIDOLINSTR.;41A;1
FRIDOLINSTR.;41;1
JOHANN-MAYER-STR.;10-12;1
FRIDOLINSTR.;4;1
ALARICHSTR.;27-29;1
FRIDOLINSTR.;34;1
FRIDOLINSTR.;2;1
SAARSTR.;30;1
JOHANN-MAYER-STR.;18;1
FREILIGRATHSTR.;44;1
JOHANN-MAYER-STR.;3-5;1
FREILIGRATHSTR.;40;1
JOHANN-MAYER-STR.;4-6;1
FREILIGRATHSTR.;37A;1
JOHANN-MAYER-STR.;5-7;1
FREILIGRATHSTR.;37;1
FREILIGRATHSTR.;14;1
FREIHERR-VOM-STEIN-STR.;9;1
ALARICHSTR.;26/28;1
FREIHERR-VOM-STEIN-STR.;7;1
JOHANN-PULLEM-STR.;;1
JOHANN-THOMER-STR.;4;1
FREIHERR-VOM-STEIN-STR.;4-6;1
JOSEF-BAYER-STR.;4;1
JOSEF-BAYER-STR.;6;1
FREIHERR-VOM-STEIN-STR.;17;1
JOSEF-BROICHER-STR.;3;1
SAARSTR.;84;1
FREIBURGER STR. WE;8-10;1
FREIBURGER STR. WE;8;1
JOSEF-GOCKELN-STR.;1-1A;1
JOSEF-GOCKELN-STR.;5;1
FREIBURGER STR. WE;6;1
JOSEF-GOCKELN-STR.;9;1
FREIBURGER STR. WE;38;1
JOSEF-GÖDECKE-STR.;10;1
JOSEF-GÖDECKE-STR.;8;1
JOSEF-GÖDECKE-STR.;;1
FREIBURGER STR. WE;30-38;1
JOSEFINE-CLOUTH-STRASSE;0;1
FREIBURGER STR. WE;30-35;1
JOSEFINE-CLOUTH-STRASSE;13;1
FREIBURGER STR. WE;2/4;1
JOSEFINE-CLOUTH-STRASSE;16;1
FREIBURGER STR. WE;2-4;1
FREIBURGER STR. WE;19-21;1
JOSEFINE-CLOUTH-STRASSE;23;1
FREIBURGER STR. WE;14;1
JOSEFINE-CLOUTH-STRASSE;26-28;1
FREIBURGER STR. WE;12;1
SAARSTR.;86;1
FRECHENER WEG;9;1
JOSEFINE-CLOUTH-STRASSE;32;1
FRECHENER WEG;83;1
FRECHENER WEG;5;1
FRECHENER WEG;4-6;1
FRECHENER WEG;3;1
FRECHENER WEG;27-37;1
JOSEFINE-CLOUTH-STRASSE;39-41;1
FRECHENER WEG;13;1
ALARICHSTR.;25;1
FRECHENER WEG;12;1
FRECHENER WEG;10;1
JOSEFINE-CLOUTH-STRASSE;5;1
JOSEFINE-CLOUTH-STRASSE;53-55;1
JOSEFINE-CLOUTH-STRASSE;5-7;1
JOSEFINE-CLOUTH-STRASSE;59;1
JOSEFINE-CLOUTH-STRASSE;86;1
JOSEFSTR.;11;1
FRECHENER STR.;1;1
JOSEFSTR.;16-18;1
FRECHENER PLATZ;13;1
JOSEFSTR.;18L20;1
FRAUNHOFERSTR.;9;1
FRAUNHOFERSTR.;2;1
SAARSTR. LÖ;18;1
FRASENGASSE;;1
SAARSTR. LÖ;54-68;1
JOSEFSTR.;26-38;1
SAARSTR. LÖ;70-74;1
JOSEFSTR.;36;1
FRANZ-WERFEL-STR.;16;1
JOSEFSTR.;45;1
JOSEFSTR.;54;1
JOSEFSTR.;54-62;1
FRANZSTR.;73;1
FRANZSTR.;72;1
SAARSTR. LÖ;84;1
JOSEFSTR.;65-58;1
JOSEFSTR.;77;1
JOSEFSTR.;8-10;1
FRANZSTR.;5-7;1
JOSEFSTR.;83-85;1
JOSEFSTR.;83A - 85;1
FRANZSTR.;52;1
JOSEF-WIRTH-STR.;5;1
JOSEPHSKIRCHPLATZ;3;1
JOSEPHSKIRCHPLATZ;45;1
JOSEPHSKIRCHPLATZ;56;1
JOSEPHSKIRCHPLATZ;58;1
SCHWERINSTR.;11-13;1
FRANZSTR.;44-46;1
FRANZSTR.;4;1
JOSEPHSKIRCHSTR.;11;1
JOSEPHSKIRCHSTR.;11-13;1
JOSEPHSKIRCHSTR.;12;1
JOSEPHSKIRCHSTR.;17;1
JOSEPHSKIRCHSTR.;18;1
JOSEPHSKIRCHSTR.;2;1
JOSEPHSKIRCHSTR.;20;1
FRANZSTR.;31-33;1
JOSEPHSKIRCHSTR.;2A;1
FRANZSTR.;29-31;1
JOSEPHSKIRCHSTR.;4-6;1
FRANZSTR.;266;1
FRANZSTR.;223;1
FRANZSTR.;211;1
JOSEPHSKIRCHSTR.;5-7;1
FRANZSTR.;2;1
AACHENER STR.;1708;1
FRANZSTR.;16-18;1
FRANZ-RAVEAUX-STR.;9;1
FRANZ-RAVEAUX-STR.;35-37;1
FRANZ-MICHEL-STR.;;1
FRANZ-MICHEL-STR.;5;1
FRANZ-MICHEL-STR.;31;1
FRANZ-MARC-STR.;5;1
FRANZ-MARC-STR.;32;1
JOSEPH-STELZMANN-STR.;38;1
JOSEPH-STELZMANN-STR.;3A;1
FRANZ-MARC-STR.;16;1
FRANZ-MARC-STR.;15;1
ALARICHSTR.;23;1
FRANZ-MARC-STR.;11;1
JOSEPH-STELZMANN-STR.;54-56;1
FRANZ-LISZT-STR.;6;1
FRANZISKASTR.;8-10;1
FRANZISKASTR.;7;1
JOSEPH-STELZMANN-STR.;6;1
FRANZISKASTR.;15;1
JOSEPH-STELZMANN-STR.;64;1
SAARSTR. RO;29;1
FRANZISKASTR.;11;1
FRANZISKA-ANNEKE-STR.;3B-3C;1
FRANZISKA-ANNEKE-STR.;27A-29;1
JOSEPH-STELZMANN-STR.;72-74;1
FRANZISKA-ANNEKE-STR.;27;1
FRANZISKA-ANNEKE-STR.;25A;1
JOSEPH-STELZMANN-STR.;9B;1
FRANZISKA-ANNEKE-STR.;23;1
FRANZISKA-ANNEKE-STR.;1E/3;1
FRANZISKA-ANNEKE-STR.;1E-3;1
JOSEPHSTR.;29-31;1
FRANZISKA-ANNEKE-STR.;1D-1E;1
FRANZISKA-ANNEKE-STR.;1B-1C;1
FRANZISKA-ANNEKE-STR.;1B;1
FRANZISKA-ANNEKE-STR.;1A/1B;1
JOSEPHSTR.;39;1
JOSEPHSTR.;4 A;1
JOSEPHSTR.;4A-6;1
JOSEPHSTR.;54-62;1
SAARSTR. RO;43A;1
JOSEPHSTR.;64;1
JOSEPHSTR.;66;1
JOSEPHSTR.;68;1
JOSEPHSTR.;83;1
FRANZ-HITZE-STR.;4;1
SAARSTR. RO;61;1
JOSEPH-TEUSCH-STR.;2;1
FRANZ-HITZE-STR.;13;1
FRANZ-GEUER-STR.;8;1
FRANZ-GEUER-STR.;2A-4;1
SAARSTR. RO;71;1
FRANZ-GEUER-STR.;13-15;1
JÜLICHER STR.;16;1
JÜLICHER STR.;17-19;1
SAARSTR. RO;84-84A;1
ALARICHSTR.;22-24;1
JÜLICHER STR.;23-25;1
JÜLICHER STR.;24-24A;1
FRANZ-CLOUTH-STR.;;1
JÜLICHER STR.;24 A;1
FRANZ-CLOUTH-STR.;5A;1
ALARICHSTR.;20/22;1
SACHSENBERGSTR.;3;1
FRANZ-CLOUTH-STR.;1-3;1
JÜLICHER STR.;3-5;1
JÜLICHER STR.;48-52;1
FRANZ-CLOUTH-STR.;1;1
JÜLICHER STR.;52;1
JÜLICHER STR.;54-56;1
JÜLICHER STR.;5-7;1
ALARICHSTR.;20-22;1
FRANKSTR. RO;9;1
JÜLICHER STR.;66;1
FRANKSTR. RO;8;1
FRANKSTR. RO;41;1
FRANKSTR. RO;3;1
FRANKSTR. RO;21A;1
JULIUSSTR.;15;1
JULIUSSTR.;19A;1
ALARICHSTR.;1B;1
JULIUSSTR.;34-44;1
JULIUSSTR.;34-44A;1
JULIUSSTR.;9G-H;1
FRANKSTR. RO;10;1
SACHSENRING;1-3;1
JUNGBERGERSTR.;2;1
FRANKSTR.;29;1
SACHSENRING;16;1
FRANKSTR.;26;1
JUNGBLUTHGASSE;2-4;1
FRANKSTR.;23-27;1
JUNGBLUTHSTR.;43;1
JUNGBLUTHSTR.;56-58;1
JUNGBLUTHSTR.;7;1
JUNGBLUTHSTR.;9;1
JÜNKERATHER STR.;1;1
FRANKSTR.;21;1
JÜNKERATHER STR.;2A-C;1
FRANKSTR.;19;1
FRANKSTR.;12;1
FRANKLINSTR.;14;1
JÜSSENSTR.;27;1
JÜSSENSTR.;3;1
FRANKFURTER STR. PO;93;1
FRANKFURTER STR. PO;757;1
SCHWERINSTR.;14;1
JUSTINIANSTR.;98;1
SACHSENRING;22-24;1
FRANKFURTER STR. PO;652;1
KAESENSTR.;13-15;1
FRANKFURTER STR. PO;599;1
FRANKFURTER STR. PO;594;1
ALARICHSTR.;16/18;1
KAESENSTR.;16;1
KAESENSTR.;176;1
KAESENSTR.;19;1
ALARICHSTR.;15 A;1
SACHSENRING;26-28;1
FRANKFURTER STR. PO;525;1
FRANKFURTER STR. PO;516;1
FRANKFURTER STR. PO;512;1
KAESENSTR.;29;1
KAESENSTR.;6;1
KAESENSTR.;7;1
KAESENSTR.;76;1
FRANKFURTER STR. PO;510;1
FRANKFURTER STR. PO;506;1
FRANKFURTER STR. PO;505;1
FRANKFURTER STR. PO;498/500;1
FRANKFURTER STR. PO;498;1
FRANKFURTER STR. PO;492;1
FRANKFURTER STR. PO;486;1
FRANKFURTER STR. PO;480;1
FRANKFURTER STR. PO;403;1
KAISERSTR.;2;1
KAISERSTR.;20-22;1
KAISERSTR.;204;1
KAISERSTR.;3;1
KAISERSTR.;34;1
FRANKFURTER STR. PO;401;1
KAISERSTR.;36;1
KAISERSTR.;37;1
KAISERSTR.;44A;1
KAISERSTR.;44B;1
KAISERSTR.;5;1
FRANKFURTER STR. PO;307;1
FRANKFURTER STR. PO;279;1
KAISERSTR.;78;1
SACHSENRING;29-33;1
KAISERSWERTHER STR.;14;1
FRANKFURTER STR. PO;245;1
KAISERSWERTHER STR.;;1
KAISER-WILHELM-RING;10;1
FRANKFURTER STR. PO;242 A-C;1
FRANKFURTER STR. PO;242  A-C;1
FRANKFURTER STR. PO;242-246;1
KAISER-WILHELM-RING;14-16;1
KAISER-WILHELM-RING;14-16/18;1
FRANKFURTER STR. PO;227;1
KAISER-WILHELM-RING;15-17;1
FRANKFURTER STR. PO;219;1
FRANKFURTER STR. PO;209;1
KAISER-WILHELM-RING;17-29;1
FRANKFURTER STR. PO;151;1
FRANKFURTER STR. PO;149;1
KAISER-WILHELM-RING;20;1
KAISER-WILHELM-RING;21-25;1
KAISER-WILHELM-RING;22;1
FRANKFURTER STR. PO;121;1
ALARICHSTR.;14-16;1
KAISER-WILHELM-RING;23L25;1
KAISER-WILHELM-RING;24;1
FRANKFURTER STR. PO;116;1
ALARICHSTR.;12-16;1
FRANKFURTER STR.;WIENER PLATZ 4;1
SACHSENRING;30-32;1
FRANKFURTER STR.;KVB;1
FRANKFURTER STR.;K;1
FRANKFURTER STR.;96-98;1
KAISER-WILHELM-RING;3-5;1
KAISER-WILHELM-RING;36-38;1
KAISER-WILHELM-RING;46;1
KAISER-WILHELM-RING;48;1
FRANKFURTER STR.;92-94;1
KAISER-WILHELM-RING;7-11;1
FRANKFURTER STR.;9;1
KAISER-WILHELM-RING;89-93;1
KAISER-WILHELM-RING;92;1
KAISER-WILHELM-RING;95;1
FRANKFURTER STR.;88B;1
KALKARER STR.;2-4;1
KALKARER STR.;3;1
KALKARER STR.;3B;1
FRANKFURTER STR.;87-89;1
ALARICHSTR.;12;1
KALKARER STR.;6-8;1
KALKARER STR.;7;1
FRANKFURTER STR.;87;1
FRANKFURTER STR.;858;1
KALKER HAUPTSTR.;101-101A;1
FRANKFURTER STR.;79-82;1
KALKER HAUPTSTR.;101B;1
FRANKFURTER STR.;794;1
FRANKFURTER STR.;792;1
FRANKFURTER STR.;75-83;1
KALKER HAUPTSTR.;102-106;1
KALKER HAUPTSTR.;103;1
FRANKFURTER STR.;75;1
KALKER HAUPTSTR.;109;1
KALKER HAUPTSTR.;11-113;1
KALKER HAUPTSTR.;116-124;1
FRANKFURTER STR.;74-76;1
KALKER HAUPTSTR.;12;1
KALKER HAUPTSTR.;121;1
KALKER HAUPTSTR.;12-164;1
ALARICHSTR.;11;1
AKAZIENWEG PO;70;1
FRANKFURTER STR.;726;1
KALKER HAUPTSTR.;126-130;1
FRANKFURTER STR.;68-70;1
FRANKFURTER STR.;630;1
KALKER HAUPTSTR.;129133;1
KALKER HAUPTSTR.;129/133;1
KALKER HAUPTSTR.;129-135;1
FRANKFURTER STR.;62-62A;1
FRANKFURTER STR.;601;1
KALKER HAUPTSTR.;130-132;1
FRANKFURTER STR.;576;1
FRANKFURTER STR.;570;1
KALKER HAUPTSTR.;137-139;1
FRANKFURTER STR.;52-54;1
FRANKFURTER STR.;49-53;1
FRANKFURTER STR.;49;1
KALKER HAUPTSTR.;145/149;1
SACHSENRING;3/5;1
FRANKFURTER STR.;48;1
KALKER HAUPTSTR.;149;1
FRANKFURTER STR.;471;1
SACHSENRING;37;1
KALKER HAUPTSTR.;150-160;1
FRANKFURTER STR.;455;1
KALKER HAUPTSTR.;15-160;1
FRANKFURTER STR.;448;1
KALKER HAUPTSTR.;152-154;1
KALKER HAUPTSTR.;152/154;1
KALKER HAUPTSTR.;154-146;1
AKAZIENWEG PO;63;1
KALKER HAUPTSTR.;157;1
FRANKFURTER STR.;340;1
FRANKFURTER STR.;332;1
SACHSENRING;39-41;1
FRANKFURTER STR.;312-314;1
FRANKFURTER STR.;304;1
KALKER HAUPTSTR.;164;1
KALKER HAUPTSTR.;165;1
FRANKFURTER STR.;3;1
KALKER HAUPTSTR.;172;1
FRANKFURTER STR.;298-298A;1
FRANKFURTER STR.;289;1
KALKER HAUPTSTR.;178-180;1
FRANKFURTER STR.;288-290;1
KALKER HAUPTSTR.;18;1
FRANKFURTER STR.;284;1
FRANKFURTER STR.;282;1
KALKER HAUPTSTR.;181-179;1
SACHSENRING;41;1
AKAZIENWEG PO;62-60;1
KALKER HAUPTSTR.;182-174;1
FRANKFURTER STR.;280;1
FRANKFURTER STR.;270;1
FRANKFURTER STR.;242;1
FRANKFURTER STR.;21;1
FRANKFURTER STR.;20-24;1
KALKER HAUPTSTR.;189;1
FRANKFURTER STR.;19-25;1
KALKER HAUPTSTR.;193;1
FRANKFURTER STR.;18-20;1
FRANKFURTER STR.;17-19;1
FRANKFURTER STR.;17-119;1
FRANKFURTER STR.;167;1
AKAZIENWEG PO;59;1
KALKER HAUPTSTR.;197199;1
FRANKFURTER STR.;16-18;1
FRANKFURTER STR.;160;1
SACHSENRING;5-4;1
FRANKFURTER STR.;123;1
FRANKFURTER STR.;117;1
KALKER HAUPTSTR.;203;1
KALKER HAUPTSTR.;209;1
KALKER HAUPTSTR.;21;1
FRANKFURTER STR.;105;1
KALKER HAUPTSTR.;210-212;1
FRANKFURTER STR.;104-110;1
KALKER HAUPTSTR.;211 -213;1
KALKER HAUPTSTR.;211_213;1
FRANKFURTER STR.;101-103;1
KALKER HAUPTSTR.;211/213;1
KALKER HAUPTSTR.;211L 213;1
AKAZIENWEG PO;58;1
KALKER HAUPTSTR.;214;1
FRANKFURTER STR.;0;1
KALKER HAUPTSTR.;215-211;1
KALKER HAUPTSTR.;217-219;1
FRANKENWERFT;5;1
FRANKENWERFT;44;1
FRANKENWERFT;36;1
FRANKENWERFT;29;1
KALKER HAUPTSTR.;229;1
AKAZIENWEG PO;54-56;1
KALKER HAUPTSTR.;229/231;1
KALKER HAUPTSTR.;235;1
FRANKENWERFT;25-27;1
FRANKENWERFT;19;1
KALKER HAUPTSTR.;247-273;1
FRANKENTHALER STR.;2;1
AKAZIENWEG PO;52;1
FRANKENTHALER STR.;16;1
KALKER HAUPTSTR.;275-279;1
FRANKENTHALER STR.;14;1
FRANKENTHALER STR.;13-15;1
FRANKENTHALER STR.;13;1
FRANKENTHALER STR.;12;1
KALKER HAUPTSTR.;282;1
FRANKENTHALER STR.;11;1
FRANKENSTR. PO;18;1
KALKER HAUPTSTR.;29;1
FRANKENSTR. JU;77;1
KALKER HAUPTSTR.;299-301;1
FRANKENSTR. JU;76;1
FRANKENSTR. JU;70;1
FRANKENSTR. JU;67;1
FRANKENSTR. JU;64;1
FRANKENSTR. JU;61;1
FRANKENSTR. JU;29;1
FRANKENSTR. JU;24;1
KALKER HAUPTSTR.;37-41;1
KALKER HAUPTSTR.;52;1
KALKER HAUPTSTR.;54;1
FRANKENPLATZ PO;26;1
KALKER HAUPTSTR.;58;1
KALKER HAUPTSTR.;58-60;1
FRANKENFORSTERSTR.;17;1
FRANGENHEIMSTR.;9;1
KALKER HAUPTSTR.;66;1
FRANGENHEIMSTR.;7;1
KALKER HAUPTSTR.;8;1
FRANGENHEIMSTR.;6;1
FRANGENHEIMSTR.;25;1
FRANGENHEIMSTR.;1 A;1
AKAZIENWEG PO;44;1
KALKER HAUPTSTR.;86-92;1
FRANGENHEIMSTR.;1A;1
KALKER HAUPTSTR.;89;1
KALKER HAUPTSTR.;98;1
KALKER HAUPTSTR.;WOOLWORTH;1
AKAZIENWEG PO;40;1
KALK-MÜLHEIMER STR.;10;1
AKAZIENWEG PO;4;1
FORT RAUCH;6;1
FORSYTHIENWEG;;1
KALK-MÜLHEIMER STR.;103;1
FORSYTHIENWEG;52;1
FORSTSTR. HE;98;1
KALK-MÜLHEIMER STR.;106-108;1
KALK-MÜLHEIMER STR.;107;1
FORSTSTR. HE;83;1
FORSTSTR. HE;7;1
FORSTSTR. HE;50A;1
FORSTSTR. HE;47;1
KALK-MÜLHEIMER STR.;114-116;1
FORSTSTR. HE;45;1
KALK-MÜLHEIMER STR.;118;1
FORSTSTR. HE;41;1
KALK-MÜLHEIMER STR.;120;1
KALK-MÜLHEIMER STR.;120-122;1
KALK-MÜLHEIMER STR.;12-14;1
KALK-MÜLHEIMER STR.;124;1
FORSTSTR. HE;39A;1
FORSTSTR. HE;39-41;1
KALK-MÜLHEIMER STR.;126-128;1
FORSTSTR. HE;37;1
FORSTSTR. HE;3;1
KALK-MÜLHEIMER STR.;128-132;1
KALK-MÜLHEIMER STR.;129;1
FORSTSTR. HE;2B;1
KALK-MÜLHEIMER STR.;130;1
FORSTSTR. HE;2A-2;1
FORSTSTR. HE;21;1
FORSTSTR. HE;19-21;1
AKAZIENWEG PO;27-29;1
FORSTSTR. HE;19;1
FORSTSTR. HE;18;1
KALK-MÜLHEIMER STR.;147;1
FORSTSTR. HE;130;1
KALK-MÜLHEIMER STR.;151-153;1
AKAZIENWEG PO;26;1
KALK-MÜLHEIMER STR.;156;1
FORSTSTR. HE;102;1
KALK-MÜLHEIMER STR.;16;1
KALK-MÜLHEIMER STR.;166;1
KALK-MÜLHEIMER STR.;168-170;1
FORSTSTR.;80;1
KALK-MÜLHEIMER STR.;17;1
FORSTSTR.;42;1
FORSTSTR.;40;1
FORSTSTR.;28;1
AKAZIENWEG PO;24;1
KALK-MÜLHEIMER STR.;183;1
FORSTSTR.;26;1
AKAZIENWEG PO;21-19;1
FORSTSTR.;20;1
KALK-MÜLHEIMER STR.;200;1
KALK-MÜLHEIMER STR.;202;1
FORSTSTR.;129;1
KALK-MÜLHEIMER STR.;21-27;1
KALK-MÜLHEIMER STR.;22-24;1
KALK-MÜLHEIMER STR.;239;1
FORSTSTR.;109;1
KALK-MÜLHEIMER STR.;24-27;1
FÖRSTERSTR.;51-53;1
FÖRSTERSTR.;31;1
KALK-MÜLHEIMER STR.;264;1
FÖRSTERSTR.;2;1
FORSBACHSTR.;12;1
KALK-MÜLHEIMER STR.;268-270;1
FORSBACHER STR.;;1
KALK-MÜLHEIMER STR.;274;1
KALK-MÜLHEIMER STR.;276;1
FORSBACHER STR.;1A-1;1
KALK-MÜLHEIMER STR.;280;1
KALK-MÜLHEIMER STR.;28-30;1
KALK-MÜLHEIMER STR.;286;1
FORMESSTR.;7;1
AKAZIENWEG PO;18;1
KALK-MÜLHEIMER STR.;294;1
KALK-MÜLHEIMER STR.;294-296;1
FORMESSTR.;46;1
FORMESSTR.;37;1
FORMESSTR.;31A;1
FORMESSTR.;28;1
KALK-MÜLHEIMER STR.;305;1
FONTANESTR.;7;1
KALK-MÜLHEIMER STR.;309;1
FONTANESTR.;4;1
FONTANESTR.;12;1
FOLLERSTR.;99;1
KALK-MÜLHEIMER STR.;317;1
FOLLERSTR.;97-99;1
KALK-MÜLHEIMER STR.;320;1
KALK-MÜLHEIMER STR.;321;1
FOLLERSTR.;95/97;1
KALK-MÜLHEIMER STR.;34-36;1
FOLLERSTR.;86-92;1
KALK-MÜLHEIMER STR.;349;1
KALK-MÜLHEIMER STR.;3-5;1
FOLLERSTR.;86-91;1
