strasse;hausnummer;anzahl bussgelder
AACHENER STR.;309;1
LANDSBERGSTR.;44A;1
AM DUFFESBACH;33;1
LANDSBERGSTR.;50-52;1
AM DUFFESBACH;1A;1
LANDSKRONSTR.;1;1
LANDSKRONSTR.;10;1
AM DUFFESBACH;16;1
LANDSKRONSTR.;4;1
LANGELER BERG;;1
LANGELER KREUZWEG;158;1
LANGELER KREUZWEG;166;1
LANGELER KREUZWEG;2;1
AM DUFFESBACH;10;1
LANGELER WEG;14;1
LANGELER WEG;16;1
LANGELER WEG;17;1
MAASTRICHTER STR.;36-38;1
AM DONEWALD;;1
LANGELER WEG;21-23;1
LANGELER WEG;3;1
AM DONEWALD;2;1
AACHENER STR.;307 A;1
AM DOMENHOF;;1
LANGELER WEG;44-46;1
AM COURTS GARTEN;2;1
LANGEMASS;13;1
LANGEMASS;15;1
AM CLARENHOF;8;1
AM CLARENHOF;10/12;1
AM CLARENHOF;10;1
LANGEMASS;6;1
AM BURGACKER;136;1
LANGENBERGSTR.;12;1
LANGENBERGSTR.;136;1
AM BURGACKER;132;1
AM BRUNNENBOGEN;54;1
AM BRAUNSACKER;8;1
LANGENBERGSTR.;145/147;1
MAASTRICHTER STR.;38-34;1
MAINZER STR.;45;1
LANGENBERGSTR.;16;1
AM BRAUNSACKER;72-102;1
LANGENBERGSTR.;173-175;1
LANGENBERGSTR.;175;1
LANGENBERGSTR.;183-195;1
LANGENBERGSTR.;221-229;1
LANGENBERGSTR.;25-35;1
LANGENBERGSTR.;4;1
LANGENBERGSTR.;62;1
AM BRAUNSACKER;7;1
LANGGASSE JU;1;1
LANGGASSE JU;11;1
LANGGASSE JU;9;1
LANGGASSE JU;;1
AM BRAUNSACKER;69;1
AM BRAUNSACKER;68-70;1
LASKER-SCHÜLER-STR.;10;1
AM BRAUNSACKER;62-64;1
LASKER-SCHÜLER-STR.;14-16;1
AM BRAUNSACKER;46;1
LASKER-SCHÜLER-STR.;16-14;1
LASKER-SCHÜLER-STR.;7-9;1
LASKER-SCHÜLER-STR.;9;1
AM BRAUNSACKER;4;1
LASSALLESTR.;34-36;1
AM BRAUNSACKER;38-68;1
LASSALLESTR.;36-38;1
AM BRAUNSACKER;26;1
LASSALLESTR.;39;1
AM BRAUNSACKER;134-136;1
AM BRAUNSACKER;126-128;1
AM BRAUNSACKER;100;1
AM BRAUNSACKER;1;1
LASSALLESTR.;48-50;1
AM BRAMHOFF;4;1
LASSALLESTR.;50-52;1
AM BOTANISCHEN GARTEN;74;1
LASSALLESTR.;58 A;1
AM BOTANISCHEN GARTEN;72;1
AM BOTANISCHEN GARTEN;69;1
AM BOTANISCHEN GARTEN;61;1
AM BOTANISCHEN GARTEN;58;1
AM BOTANISCHEN GARTEN;55;1
LASSALLESTR.;72;1
LASSALLESTR.;SCHULE;1
AM BOTANISCHEN GARTEN;49B;1
LAUBINGER WEG;159A;1
AM BOTANISCHEN GARTEN;4-6;1
AM BOTANISCHEN GARTEN;42;1
LAUBINGER WEG;3;1
AM BOTANISCHEN GARTEN;40;1
AM BOTANISCHEN GARTEN;39-41;1
AM BOTANISCHEN GARTEN;35;1
LAUDAHNSTR.;15;1
LAUDAHNSTR.;17;1
AM BOTANISCHEN GARTEN;33;1
LAUDAHNSTR.;17-23;1
LAUDAHNSTR.;21-25;1
AM BOTANISCHEN GARTEN;30-32;1
LAUDAHNSTR.;22-24;1
AM BOTANISCHEN GARTEN;2A;1
LAUDAHNSTR.;24-26;1
AM BOTANISCHEN GARTEN;27;1
AM BOTANISCHEN GARTEN;25;1
AM BOTANISCHEN GARTEN;1A-1;1
AM BOTANISCHEN GARTEN;15;1
AM BOTANISCHEN GARTEN;14;1
AM BOTANISCHEN GARTEN;11;1
LAUDAHNSTR.;35;1
LAUDAHNSTR.;3-5;1
LAUDAHNSTR.;35-37;1
AMBOSSSTR.;5;1
AMBOSSSTR.;1-3;1
AMBOSSSTR.;13;1
LAUDAHNSTR.;5-7;1
AM BOLLWERK;23;1
AM BÖDINGER HOF;19A;1
LAUDAHNSTR.;7/9;1
AM BLAUEN STEIN RD;2;1
LAUFENBERGSTR.;5;1
AM BILDERSTÖCKCHEN;95+97;1
AM BILDERSTÖCKCHEN;83-83;1
LAURENTIUS-SIEMER-STR.;20-22;1
MAASTRICHTER STR.;41-43;1
LAURENTIUS-SIEMER-STR.;;1
LAURENZGITTERGÄSSCHEN;7-9;1
AM BILDERSTÖCKCHEN;63;1
LAURENZ-KIESGEN-STR.;17;1
MAASTRICHTER STR.;43-45;1
AM BILDERSTÖCKCHEN;61;1
AM BILDERSTÖCKCHEN;53-55;1
AM BILDERSTÖCKCHEN;53;1
AACHENER GLACISS;445-449;1
AM BILDERSTÖCKCHEN;47;1
LAVENDELWEG;05;1
AM BILDERSTÖCKCHEN;43;1
LAVENDELWEG;1-3;1
LAVENDELWEG;1A;1
AACHENER STR.;30/32;1
AM BILDERSTÖCKCHEN;33;1
LAVENDELWEG;5-7;1
LAVENDELWEG;5AC;1
AM BEETHOVENPARK;50;1
LAVENDELWEG;6A;1
AM BEETHOVENPARK;32;1
MAASTRICHTER STR.;47;1
LAVENDELWEG;6A/C;1
AM BEETHOVENPARK;30;1
LAVENDELWEG;9-13;1
LEBENSBAUMWEG;1-7;1
LEBENSBAUMWEG;22;1
LEBENSBAUMWEG;45;1
LEBENSBAUMWEG;9A;1
AM BEETHOVENPARK;13 A-C;1
AACHENER STR.;291-297;1
LECHENICHER STR.;12/14;1
AM BALSAMHOF;5;1
LECHENICHER STR.;15-17;1
LECHENICHER STR.;16;1
AM BALSAMHOF;12;1
LECHENICHER STR.;17-19;1
AM BALSAMHOF;10-12;1
AM BALSAMHOF;1;1
AM BAHNHOF;90;1
AM BAHNHOF;88;1
AM BAHNHOF;80;1
LECHENICHER STR.;22-14;1
AM BAHNHOF;72-74;1
AM BAHNHOF;70;1
AM BAHNHOF;6-8;1
AM BAHNHOF;58;1
AACHENER STR.;289;1
AM BAHNHOF;54;1
AM BAHNHOF;52;1
LECHENICHER STR.;30-32;1
LECHENICHER STR.;31;1
AM BAHNHOF;275;1
AM BAHNHOF;2-4;1
LECHENICHER STR.;3-5;1
AM BAHNHOF;120;1
AM BAHNHOF;12;1
LECHENICHER STR.;6-8;1
LECHENICHER STR.;76A;1
LECHENICHER STR.;7-9;1
AACHENER STR.;28/30;1
LECHENICHER STR.;9-11;1
AM BAHNHOF;108;1
LECHWEG;;1
AACHENER STR.;283;1
LEGIENSTR.;10/12;1
AM BAHNHOF;10-12;1
AM BAHNHOF;100;1
LEGIENSTR.;6;1
AM BAHNHOF;10;1
LEHMBACHER WEG;120;1
LEHMBACHER WEG;2;1
LEHMBACHER WEG;20;1
LEHMBACHER WEG;40;1
LEHMBACHER WEG;41C;1
LEHMBACHER WEG;45;1
LEHMBACHER WEG;8;1
LEHMBACHER WEG;80;1
AM BAGGERFELD;28;1
LEHMBRUCKSTR.;3;1
LEHMBRUCKSTR.;4;1
AM ASPELKREUZ;;1
AMANDUSSTR.;34;1
AMANDUSSTR.;15;1
AM ALTEN UFER;2-6;1
AM ALTEN UFER;2;1
AM ALTEN BRAUHAUS PO;;1
LEIBLPLATZ;4-2;1
AM ALTEN BRAUHAUS PO;3;1
AM ALTEN BRAUHAUS PO;10;1
LEICHLINGER STR.;;1
AM ALTEN BRAUHAUS PO;1;1
AM ALTEN BRAUHAUS;8-10;1
MAINZER STR.;51;1
AM ALTENBERGER KREUZ;7-9;1
AM ALTENBERGER KREUZ;7;1
AM ALTENBERGER KREUZ;3A;1
AM ALTENBERGER KREUZ;3-5;1
AM ALTENBERGER KREUZ;3;1
LEICHTENSTERNSTR.;15-17;1
AM ALTENBERGER KREUZ;2;1
AM ALTENBERGER KREUZ;13;1
LEICHTENSTERNSTR.;17-19;1
AMALIENSTR.;6;1
LEICHTENSTERNSTR.;19-21;1
AM ACKERRAIN;8;1
AM ACKERRAIN;5-6;1
ALZEYER STR.;30;1
LEICHTENSTERNSTR.;2-4;1
ALZEYER STR.;3;1
ALZEYER STR.;29;1
LEICHTENSTERNSTR.;2A;1
ALZEYER STR.;23;1
LEICHTENSTERNSTR.;4A-6;1
LEICHTENSTERNSTR.;5;1
ALZEYER STR.;19-21;1
ALZEYER STR.;19;1
LEICHTENSTERNSTR.;7;1
ALZEYER STR.;12D;1
LEICHTENSTERNSTR.;8-10;1
ALZEYER STR.;12-12B;1
ALZEYER STR.;12;1
LEICHWEG;12;1
AACHENER STR.;255;1
LEIDENER STR.;1;1
ALVENSLEBENSTR.;6;1
LEIDENER STR.;2-4;1
ALVENSLEBENSTR.;1-5;1
ALVENSLEBENSTR.;15;1
LEIDENHAUSENER STR.;22;1
LEIDENHAUSENER STR.;32A;1
LEIDENHAUSENER STR.;38E;1
LEIDENHAUSENER STR.;46A;1
LEIDENHAUSENER STR.;6;1
LEIDENHAUSENER STR.;65;1
LEIDENHAUSENER STR.;81;1
ALVENSLEBENSTR.;12;1
LEIMBACHWEG;15;1
LEIMBACHWEG;25;1
LEIMKAUL;25;1
LEINSAMENWEG;19;1
LEINSAMENWEG;38;1
LEIPZIGER PLATZ;0;1
LEIPZIGER PLATZ;1;1
LEIPZIGER PLATZ;1-3;1
ALTONAER STR.;55-5;1
ALTONAER STR.;5;1
ALTONAER STR.;3;1
LEIPZIGER PLATZ;7-9;1
ALTONAER STR.;28-30;1
ALTONAER STR.;27;1
LEIPZIGER STR.;18;1
LEIPZIGER STR.;20;1
LEIPZIGER STR.;7;1
LEIPZIGER STR.;8;1
LEIPZIGER STR.;8-18;1
ALTONAER STR.;24-26;1
ALTONAER STR.;22/24;1
LENAUPLATZ;10-12;1
LENAUPLATZ;11-12;1
ALTONAER STR.;12;1
LENAUPLATZ;12-11;1
LENAUPLATZ;46;1
LENAUPLATZ;5;1
ALTONAER PLATZ;3;1
LENAUPLATZ;6-7;1
LENAUPLATZ;7-6;1
ALTONAER PLATZ;16;1
ALTLEININGENWEG;32;1
ALTE WIPPERFÜRTHER STR.;SCHULE;1
MAASTRICHTER STR.;9/11;1
LENAUSTR.;10;1
ALTE WIPPERFÜRTHER STR.;9;1
ALTE WIPPERFÜRTHER STR.;8-6;1
LENAUSTR.;1-3;1
LENAUSTR.;13-15;1
ALTE WIPPERFÜRTHER STR.;76;1
ALTE WIPPERFÜRTHER STR.;74;1
ALTE WIPPERFÜRTHER STR.;72 A;1
ALTE WIPPERFÜRTHER STR.;72-72A;1
ALTE WIPPERFÜRTHER STR.;6-8;1
LENAUSTR.;5-7;1
LENAUSTR.;8;1
ALTE WIPPERFÜRTHER STR.;62;1
ALTE WIPPERFÜRTHER STR.;61;1
LENAUSTR. JU;9;1
LENBACHSTR.;10;1
LENBACHSTR.;3;1
LENBACHSTR.;4;1
LENBACHSTR.;8;1
ALTE WIPPERFÜRTHER STR.;60;1
LENNESTR.;4;1
ALTE WIPPERFÜRTHER STR.;58;1
ALTE WIPPERFÜRTHER STR.;5-7;1
LENTSTR.;6/8;1
ALTE WIPPERFÜRTHER STR.;4-6;1
LENTSTR.;75;1
ALTE WIPPERFÜRTHER STR.;44;1
ALTE WIPPERFÜRTHER STR.;41;1
LEO-KOWALSKI-STR.;14;1
LEO-KOWALSKI-STR.;16;1
ALTE WIPPERFÜRTHER STR.;4;1
LEO-KOWALSKI-STR.;29;1
LEO-KOWALSKI-STR.;38;1
MAASTRICHTER STR.;9-7;1
LEO-KOWALSKI-STR.;7;1
AACHENER STR.;243;1
LEONHARDSGASSE;34;1
LEONHARD-TIETZ-STR.;0;1
ALTE WIPPERFÜRTHER STR.;3/5;1
ALTE WIPPERFÜRTHER STR.;2-4;1
ALTE WIPPERFÜRTHER STR.;16;1
ALTE WIPPERFÜRTHER STR.;14/16;1
ALTE WALLGASSE;9;1
ALTE WALLGASSE;6;1
ALTE WALLGASSE;56/58;1
AACHENER STR.;24-26;1
LEOPOLD-GMELIN-STR.;104-108;1
ALTE WALLGASSE;13-17;1
ALTE WALLGASSE;1;1
LEOSTR.;13;1
LEOSTR.;15;1
LEOSTR.;17-19;1
LEOSTR.;18;1
LEOSTR.;20;1
MACHABÄERSTR.;1-3;1
MACHABÄERSTR.;17-15;1
MACHABÄERSTR.;19;1
MACHABÄERSTR.;19-21;1
LEOSTR.;27;1
MACHABÄERSTR.;19/21;1
ALTE STR. WI;49;1
LEOSTR.;3;1
AACHENER STR.;240/244;1
ALTE STR. WI;39;1
LEOSTR.;32-34;1
MACHABÄERSTR.;26 A;1
LEOSTR.;34-36;1
LEOSTR.;35-37;1
LEOSTR.;36;1
ALTE STR.;64;1
ALTE STR.;1C;1
ALTE STR.;160-162;1
LEOSTR.;42-44;1
ALTE STR.;142;1
LEOSTR.;46;1
ALTE STR.;126-134;1
ALTE SANDKAUL;2B-2A;1
ALTE SANDKAUL;29;1
LEOSTR.;51-53;1
ALTE SANDKAUL;20;1
ALTE SANDKAUL;18;1
LEOSTR.;55-57;1
ALTER STAMMHEIMER WEG;RHEINLANDG;1
LEOSTR.;5-7;1
LEOSTR.;59;1
ALTER STAMMHEIMER WEG;86;1
LEOSTR.;60-62;1
ALTER STAMMHEIMER WEG;76;1
ALTER STAMMHEIMER WEG;2;1
ALTE RÖMERSTR.;145;1
LEOSTR.;63-65;1
ALTE RÖMERSTR.;123;1
ALTER MÜHLENWEG;62;1
LEOSTR.;69;1
LEOSTR.;7;1
ALTER MÜHLENWEG;61/63;1
ALTER MÜHLENWEG;60-62;1
LEOSTR.;71-73;1
ALTER MÜHLENWEG;55-57;1
ALTER MÜHLENWEG;52;1
ALTER MÜHLENWEG;51/53;1
ALTER MÜHLENWEG;50;1
LEOSTR.;75-73;1
LEOSTR.;75-77;1
ALTER MÜHLENWEG;48-50;1
LEOSTR.;9;1
LEOSTR.;93;1
ALTER MÜHLENWEG;4;1
LEOSTR. PO;40;1
ALTER MÜHLENWEG;37/39;1
AACHENER STR.;232;1
MACHABÄERSTR.;30;1
ALTER MÜHLENWEG;21;1
LERCHENWEG;1;1
LERCHENWEG;11;1
LERCHENWEG;12;1
LERCHENWEG;14;1
LERCHENWEG;19-17;1
LERCHENWEG;22;1
LERCHENWEG;23;1
LERCHENWEG;23-21;1
LERCHENWEG;27-25;1
AACHENER STR.;226;1
ALTER MÜHLENWEG;15;1
ALTER MÜHLENWEG;11;1
MACHABÄERSTR.;31 A;1
LERCHENWEG RD;;1
LESSINGSTR.;11;1
MACHABÄERSTR.;31A-33;1
LESSINGSTR.;29;1
LESSINGSTR.;29-31;1
LESSINGSTR.;31-33;1
ALTER MILITÄRRING;82-86;1
LESSINGSTR.;53;1
LESSINGSTR.;55/57;1
LESSINGSTR.;55-59;1
ALTER MILITÄRRING;80;1
ALTER MILITÄRRING;7;1
LESSINGSTR.;61;1
LESSINGSTR.;62;1
LESSINGSTR.;64;1
AACHENER STR.;222-226;1
LESSINGSTR.;7;1
ALTER MILITÄRRING;68-70;1
LESSINGSTR.;8;1
LESSINGSTR. RO;6;1
LESSINGSTR. WE;17;1
LESSINGSTR. WE;27;1
LESSINGSTR. WE;38;1
LESSINGSTR. WE;4;1
LESSINGSTR. WE;44;1
LESSINGSTR. WE;57;1
LESSINGSTR. WE;62;1
LESSINGSTR. WE;70;1
LESSINGSTR. WE;93;1
LESSINGSTR. WE;;1
LEUCHTERSTR.;124-126;1
LEUCHTERSTR.;149-153;1
LEUCHTERSTR.;2;1
ALTER MILITÄRRING;60;1
LEUCHTERSTR.;209;1
LEUCHTERSTR.;221;1
LEUCHTERSTR.;33-33A;1
LEUCHTERSTR.;33A;1
LEUCHTERSTR.;39;1
LEUCHTERSTR.;52;1
LEUCHTERSTR.;54;1
LEUCHTERSTR.;62;1
ALTER MILITÄRRING;6;1
AACHENER STR.;219-221;1
ALTER MILITÄRRING;5-7;1
LEUTHENSTR.;13;1
LEUTHENSTR.;1-3;1
LEUTHENSTR.;21;1
ALTER MILITÄRRING;56-58;1
LEUTHENSTR.;3;1
LEUTHENSTR.;5;1
LEUTHENSTR.;507;1
LEYBERGSTR.;12;1
LEYBERGSTR.;12-14;1
LEYBERGSTR.;16;1
LEYBERGSTR.;18;1
ALTER MILITÄRRING;43;1
LEYBERGSTR.;8;1
LEYBERGSTR.;SCHULE;1
ALTER MILITÄRRING;40;1
LEYBOLDSTR.;5;1
LEYBOLDSTR.;58;1
ALTER MILITÄRRING;38;1
LEYENDECKERSTR.;102;1
MACHABÄERSTR.;35-53;1
ALTER MILITÄRRING;30;1
LEYENDECKERSTR.;1115;1
LEYENDECKERSTR.;113;1
ALTER MILITÄRRING;26-28;1
ALTER MILITÄRRING;26;1
LEYENDECKERSTR.;12-14;1
ALTER MILITÄRRING;22-24;1
ALTER MILITÄRRING;1-3;1
LEYENDECKERSTR.;15;1
ALTER MILITÄRRING;10-12;1
LEYENDECKERSTR.;173;1
LEYENDECKERSTR.;175;1
LEYENDECKERSTR.;18;1
LEYENDECKERSTR.;2;1
ALTER MARKT;67;1
LEYENDECKERSTR.;25-13;1
LEYENDECKERSTR.;278A;1
LEYENDECKERSTR.;29;1
AACHENER STR.;20-22;1
LEYENDECKERSTR.;2 B;1
LEYENDECKERSTR.;2C;1
MACHABÄERSTR.;37-39;1
LEYENDECKERSTR.;2DEFG;1
LEYENDECKERSTR.;2D-G;1
LEYENDECKERSTR.;2E-G;1
ALTER MARKT;58-60;1
LEYENDECKERSTR.;31;1
LEYENDECKERSTR.;3-1;1
LEYENDECKERSTR.;3-5;1
LEYENDECKERSTR.;39;1
LEYENDECKERSTR.;42-44;1
LEYENDECKERSTR.;425A;1
AACHENER STR.;201;1
LEYENDECKERSTR.;468;1
LEYENDECKERSTR.;49-51 53;1
LEYENDECKERSTR.;4E;1
LEYENDECKERSTR.;55;1
LEYENDECKERSTR.;65;1
LEYENDECKERSTR.;67;1
LEYENDECKERSTR.;670;1
LEYENDECKERSTR.;679;1
ALTER MARKT;49;1
LEYENDECKERSTR.;67 A;1
ALTER MARKT;48/46;1
LEYENDECKERSTR.;69-69A;1
ALTER MARKT;47;1
LEYENDECKERSTR.;6A;1
LEYENDECKERSTR.;7;1
LEYENDECKERSTR.;72;1
ALTER MARKT;4-6;1
LEYENDECKERSTR.;75-77;1
ALTER MARKT;44;1
ALTER MARKT;41-43;1
LEYENDECKERSTR.;81;1
LEYENDECKERSTR.;83;1
LEYENDECKERSTR.;85;1
LEYENDECKERSTR.;93;1
ALTER MARKT;11;1
ALTER MARKT;1;1
L.-FRITZ-GRUBER-PLATZ;42;1
LIBELLENWEG;6;1
LICHHOF;10-12;1
ALTER DEUTZER POSTWEG;54;1
LICHHOF;18;1
MACHABÄERSTR.;4;1
ALTENHOFSTR.;9;1
ALTENHOFSTR.;5;1
LICHTENBERGSTR.;4;1
ALTENHOFSTR.;3;1
ALTENHOFER WEG;;1
ALTENHOFER WEG;19;1
ALTENHOFER WEG;11;1
ALTENGRABENGÄSSCHEN;25;1
LICHTSTR.;26-28;1
ALTENGRABENGÄSSCHEN;19;1
LICHTSTR.;28-38;1
MACHABÄERSTR.;44/46;1
LICHTSTR.;36;1
ALTENGRABENGÄSSCHEN;15;1
ALTENGRABENGÄSSCHEN;13-15;1
ALTENGRABENGÄSSCHEN;13;1
MACHABÄERSTR.;45-47;1
LICHTSTR.;46;1
LICHTSTR.;50;1
ALTENGRABENGÄSSCHEN;11-15;1
LICHTSTR.;6;1
LICHTSTR.;60;1
LIEBELERWEG;51;1
ALTE NEUSSER LANDSTR.;BUSHALTST;1
LIEBERMANNSTR.;4;1
ALTE NEUSSER LANDSTR.;295;1
LIEBIGSTR.;108;1
LIEBIGSTR.;110;1
LIEBIGSTR.;112-114;1
AACHENER STR.;1708;1
ALTE NEUSSER LANDSTR.;286;1
ALTE NEUSSER LANDSTR.;285;1
AACHENER STR.;1644;1
LIEBIGSTR.;118C;1
AACHENER STR.;16-18;1
LIEBIGSTR.;120-120B;1
AACHENER STR.;15/17;1
LIEBIGSTR.;142;1
LIEBIGSTR.;143;1
LIEBIGSTR.;145;1
ALTE NEUSSER LANDSTR.;284/286;1
LIEBIGSTR.;153-155;1
LIEBIGSTR.;155;1
ALTE NEUSSER LANDSTR.;279;1
ALTE NEUSSER LANDSTR.;268-270;1
ALTE NEUSSER LANDSTR.;268;1
ALTE NEUSSER LANDSTR.;243;1
ALTE NEUSSER LANDSTR.;240;1
LIEBIGSTR.;16A;1
ALTE NEUSSER LANDSTR.;235;1
ALTE NEUSSER LANDSTR.;229;1
ALTE NEUSSER LANDSTR.;213;1
ALTE NEUSSER LANDSTR.;203;1
ALTE NEUSSER LANDSTR.;199;1
ALTE NEUSSER LANDSTR.;198A;1
LIEBIGSTR.;178;1
LIEBIGSTR.;20;1
LIEBIGSTR.;21;1
LIEBIGSTR.;213;1
ALTE NEUSSER LANDSTR.;198;1
LIEBIGSTR.;217;1
LIEBIGSTR.;221;1
LIEBIGSTR.;238;1
LIEBIGSTR.;238-240;1
ALTE NEUSSER LANDSTR.;161;1
LIEBIGSTR.;240;1
LIEBIGSTR.;241;1
ALTE NEUSSER LANDSTR.;157;1
LIEBIGSTR.;249;1
LIEBIGSTR.;25;1
LIEBIGSTR.;252;1
ALTE NEUSSER LANDSTR.;149A;1
ALTE NEUSSER LANDSTR.;147;1
ALTE NEUSSER LANDSTR.;141;1
AACHENER STR.;14-16;1
ALTE NEUSSER LANDSTR.;137;1
LIEBIGSTR.;39;1
LIEBIGSTR.;43;1
ALTENBERGER STR. PO;41;1
LIEBIGSTR.;47-49;1
ALTENBERGER STR. PO;25;1
LIEBIGSTR.;52;1
ALTENBERGER STR. PO;20;1
ALTENBERGER STR. PO;15-17;1
ALTENBERGER STR. PO;1;1
LIEBIGSTR.;8;1
LIEBIGSTR.;PEU;1
ALTENBERGER STR.;7-9;1
LIEBIGSTR. WE;4;1
LIEGNITZER STR.;1;1
ALTENBERGER STR.;73;1
LIEGNITZSTR.;1;1
LIEGNITZSTR.;12;1
ALTENBERGER STR.;38;1
LIEGNITZSTR.;5;1
LIEGNITZSTR.;5A;1
ALTENBERGER STR.;36-38;1
ALTENBERGER STR.;34;1
LIESERSTR.;12;1
ALTENBERGER STR.;248;1
ALTENBERGER STR.;246-248;1
LIEVERGESBERG;106;1
LIEVERGESBERG;2;1
LIEVERGESBERG;2-4;1
LIEVERGESBERG;37;1
AACHENER STR.;1405;1
LIEVERGESBERG;7;1
AACHENER GLACISS;429;1
LIEVERGESBERG;80;1
LILIENCRONSTR.;8;1
ALTENBERGER STR.;246;1
ALTENBERGER STR.;22;1
LILIENTHALSTR.;11;1
ALTENBERGER STR.;21;1
LILIENTHALSTR.;22;1
ALTENBERGER STR.;1 A;1
LILIENTHALSTR.;24/26;1
LILIENTHALSTR.;30;1
LILIENTHALSTR.;59;1
LILIENTHALSTR.;77;1
ALTENBERGER STR.;17-19;1
LILIENWEG;33-35;1
LILIENWEG;37;1
MACHABÄERSTR.;5-7/9;1
LILIENWEG;43;1
LILIENWEG;43-41;1
AACHENER STR.;1387;1
ALTENBERGER STR.;15/17;1
ALTENBERGER STR.;14-16;1
LILLI-HENOCH-STR.;17;1
ALTENBERGER STR.;1-3;1
ALTENBERGER STR.;11/13;1
ALTENBERGER STR.;101;1
LIMBURGER STR.;10-12;1
ALTE MAUER AM BACH;62-64;1
ALTE MAUER AM BACH;58-60;1
LIMBURGER STR.;11/13;1
LIMBURGER STR.;11-9;1
ALTE MAUER AM BACH;36-40;1
ALTE MAGAZINSTR.;17;1
ALTE MAGAZINSTR.;15;1
LIMBURGER STR.;13-11;1
LIMBURGER STR.;13-15;1
ALTE KÖLNSTR.;;1
AACHENER STR.;1383;1
ALTE KIRCHGASSE;44;1
LIMBURGER STR.;15-17/19;1
LIMBURGER STR.;15-19;1
ALTE KIRCHGASSE;38;1
AACHENER STR.;1375;1
ALTE KIRCHGASSE;21;1
LIMBURGER STR.;17;1
ALTE KIRCHGASSE;19;1
ALTE FISCHENICHER STR.;SUPERMARKT;1
ALTE FISCHENICHER STR.;34;1
ALTE FISCHENICHER STR.;28-30;1
LIMBURGER STR.;21-23;1
ALTE BURGSTR.;;1
LIMBURGER STR.;2-2B;1
ALTE BURGSTR.;189;1
LIMBURGER STR.;23-25;1
ALTE BURGSTR.;15;1
ALTEBURGER WALL;KI;1
ALTEBURGER WALL;8A-10;1
ALTEBURGER WALL;8-8A;1
ALTEBURGER WALL;4-6;1
LIMBURGER STR.;29-31;1
ALTEBURGER WALL;38;1
ALTEBURGER WALL;29-31;1
LIMBURGER STR.;2A-2B;1
ALTEBURGER WALL;28;1
ALTEBURGER WALL;23/25;1
LIMBURGER STR.;2B-2;1
ALTEBURGER WALL;19;1
ALTEBURGER WALL;18-16;1
LIMBURGER STR.;3-1;1
ALTEBURGER WALL;101;1
ALTEBURGER STR.;9-;1
MACHABÄERSTR.;59/61;1
AACHENER STR.;1370;1
ALTEBURGER STR.;85;1
ALTEBURGER STR.;81-83;1
LIMBURGER STR.;37/39;1
LIMBURGER STR.;39-37;1
ALTEBURGER STR.;8-10;1
LIMBURGER STR.;4-2;1
LIMBURGER STR.;4/6;1
ALTEBURGER STR.;79-81;1
ALTEBURGER STR.;71-75;1
ALTEBURGER STR.;70-72;1
ALTEBURGER STR.;69-71;1
ALTEBURGER STR.;67-69;1
ALTEBURGER STR.;60-62;1
LIMBURGER STR.;7/9;1
MACHABÄERSTR.;61-59;1
ALTEBURGER STR.;5/7;1
ALTEBURGER STR.;5-7;1
LIMBURGER STR.;YK1068;1
ALTEBURGER STR.;55-65 A;1
ALTEBURGER STR.;55-65;1
LINDAUER STR.;62;1
ALTEBURGER STR.;53/55;1
LINDELAUFSTR.;;1
LINDENALLEE;13-13A;1
LINDENALLEE;24;1
LINDENALLEE;2-4;1
LINDENALLEE;37;1
LINDENALLEE;54;1
LINDENALLEE;58;1
LINDENALLEE;86;1
LINDENALLEE;86A;1
LINDENALLEE;88;1
MACHABÄERSTR.;62-64;1
ALTEBURGER STR.;53-55;1
LINDENBORNSTR.;11-13;1
LINDENBORNSTR.;1-3;1
ALTEBURGER STR.;49;1
LINDENBORNSTR.;162;1
ALTEBURGER STR.;4-6;1
LINDENBORNSTR.;18;1
ALTEBURGER STR.;37/39;1
ALTEBURGER STR.;37-39;1
ALTEBURGER STR.;373/375;1
ALTEBURGER STR.;373;1
LINDENBORNSTR.;26A-26;1
ALTEBURGER STR.;369;1
LINDENBORNSTR.;30;1
LINDENBORNSTR.;32;1
ALTEBURGER STR.;36/38;1
LINDENBORNSTR.;5-7;1
ALTEBURGER STR.;35-37;1
ALTEBURGER STR.;3/5;1
ALTEBURGER STR.;3-5;1
ALTEBURGER STR.;345;1
LINDENBURGER ALLEE;0;1
LINDENBURGER ALLEE;1;1
ALTEBURGER STR.;343;1
ALTEBURGER STR.;337;1
LINDENBURGER ALLEE;18;1
ALTEBURGER STR.;336;1
LINDENBURGER ALLEE;21;1
ALTEBURGER STR.;333;1
LINDENBURGER ALLEE;24;1
ALTEBURGER STR.;32-34;1
LINDENBURGER ALLEE;2A;1
ALTEBURGER STR.;317;1
ALTEBURGER STR.;313;1
MACHABÄERSTR.;62/64;1
LINDENBURGER ALLEE;3-5;1
LINDENBURGER ALLEE;38;1
AACHENER STR.;1364;1
ALTEBURGER STR.;311;1
ALTEBURGER STR.;304-306;1
LINDENBURGER ALLEE;6;1
MACHABÄERSTR.;64;1
LINDENBURGER ALLEE;8;1
ALTEBURGER STR.;30-32;1
ALTEBURGER STR.;297;1
LINDENHOF;111;1
ALTEBURGER STR.;295;1
LINDENHOF;4;1
ALTEBURGER STR.;290-292;1
ALTEBURGER STR.;29;1
ALTEBURGER STR.;285;1
LINDENSTR.;10-12;1
LINDENSTR.;108;1
LINDENSTR.;11;1
LINDENSTR.;11-13;1
