strasse;hausnummer;Latitude;Longitude
LORTZINGSTR.;45;50.93606;6.91108
LORTZINGSTR.;46;50.9342;6.91165
LORTZINGSTR.;47;50.93617;6.91109
LORTZINGSTR.;48;50.9343;6.91165
LORTZINGSTR.;49;50.93632;6.9111
LORTZINGSTR.;5;50.93225;6.91131
LORTZINGSTR.;50;50.93474;6.91162
LORTZINGSTR.;51;50.93648;6.91109
LORTZINGSTR.;52;50.93493;6.91161
LORTZINGSTR.;6;50.93208;6.91176
LORTZINGSTR.;60;50.9354;6.91159
LORTZINGSTR.;7;50.93214;6.91071
LORTZINGSTR.;70;50.9363;6.91154
LORTZINGSTR.;72;50.93647;6.91153
LORTZINGSTR.;8;50.93216;6.91175
LORTZINGSTR.;8-10;50.93216;6.91175
LORTZINGSTR.;;50.93445;6.91145
LOSHEIMER STR.;2;50.93903;6.89151
LOSHEIMER STR.;4;50.93919;6.89144
LOSHEIMER STR.;;50.93885;6.89146
LOTHARSTR.;12;50.91828;6.92935
LOTHARSTR.;14;50.91835;6.92919
LOTHARSTR.;14-16;50.91835;6.92919
LOTHARSTR.;14-18;50.91835;6.92919
LOTHARSTR.;18;50.91853;6.92882
LOTHARSTR.;20;50.9186;6.92867
LOTHARSTR.;3;50.91804;6.92923
LOTHARSTR.;30;50.91896;6.92792
LOTHARSTR.;32;50.91911;6.9276
LOTHARSTR.;34;50.91918;6.92745
LOTHARSTR.;34-36;50.91918;6.92745
LOTHARSTR.;36;50.91926;6.92728
LOTHARSTR.;38;50.91933;6.92713
LOTHARSTR.;40;50.91941;6.92697
LOTHARSTR.;5;50.91812;6.92908
LOTHARSTR.;5-7;50.91812;6.92908
LOTHARSTR.;7;50.91818;6.92895
LOTHARSTR.;9;50.91824;6.92882
LOTHARSTR.;;50.9187;6.92827
LOTHRINGER STR.;1;50.92154;6.95477
LOTHRINGER STR.;11;50.92177;6.95423
LOTHRINGER STR.;111;50.92481;6.94678
LOTHRINGER STR.;111-113;50.92481;6.94678
LOTHRINGER STR.;113;50.9249;6.94656
LOTHRINGER STR.;113-117;50.9249;6.94656
LOTHRINGER STR.;117;50.92501;6.94627
LOTHRINGER STR.;117-119;50.92501;6.94627
LOTHRINGER STR.;119;50.9251;6.94603
LOTHRINGER STR.;12;50.92221;6.9538
LOTHRINGER STR.;13;50.92181;6.95412
LOTHRINGER STR.;14;50.92233;6.95362
LOTHRINGER STR.;15;50.92187;6.954
LOTHRINGER STR.;16;50.92243;6.95333
LOTHRINGER STR.;16-18;50.92243;6.95333
LOTHRINGER STR.;17;50.9219;6.95391
LOTHRINGER STR.;17-19;50.9219;6.95391
LOTHRINGER STR.;18;50.92253;6.95311
LOTHRINGER STR.;19;50.92195;6.95381
LOTHRINGER STR.;19-21;50.92195;6.95381
LOTHRINGER STR.;2;50.92181;6.95469
LOTHRINGER STR.;20;50.92261;6.95293
LOTHRINGER STR.;20-22;50.92261;6.95293
LOTHRINGER STR.;21;50.92202;6.95364
LOTHRINGER STR.;21-23;50.92202;6.95364
LOTHRINGER STR.;22;50.92268;6.95277
LOTHRINGER STR.;23;50.92215;6.95342
LOTHRINGER STR.;24;50.92275;6.95262
LOTHRINGER STR.;25;50.92222;6.95317
LOTHRINGER STR.;27;50.92229;6.953
LOTHRINGER STR.;2A;50.92171;6.95494
LOTHRINGER STR.;2 A;50.92181;6.95469
LOTHRINGER STR.;3;50.9216;6.95463
LOTHRINGER STR.;37;50.92233;6.95291
LOTHRINGER STR.;37-39;50.92233;6.95291
LOTHRINGER STR.;38;50.92372;6.95035
LOTHRINGER STR.;39;50.92237;6.95282
LOTHRINGER STR.;4;50.92187;6.95458
LOTHRINGER STR.;40;50.92402;6.94944
LOTHRINGER STR.;41;50.9224;6.95274
LOTHRINGER STR.;41-43;50.9224;6.95274
LOTHRINGER STR.;42;50.92412;6.9492
LOTHRINGER STR.;43;50.92244;6.95266
LOTHRINGER STR.;45;50.92251;6.95253
LOTHRINGER STR.;49;50.92287;6.95159
LOTHRINGER STR.;5;50.92164;6.95453
LOTHRINGER STR.;52;50.92455;6.9484
LOTHRINGER STR.;54;50.92457;6.94805
LOTHRINGER STR.;56;50.92486;6.9475
LOTHRINGER STR.;57;50.92393;6.94906
LOTHRINGER STR.;6-8;50.922;6.95427
LOTHRINGER STR.;7;50.92168;6.95443
LOTHRINGER STR.;75;50.92438;6.9479
LOTHRINGER STR.;77;50.92451;6.94755
LOTHRINGER STR.;77-79;50.92451;6.94755
LOTHRINGER STR.;78;50.92526;6.94632
LOTHRINGER STR.;79;50.92455;6.94743
LOTHRINGER STR.;81;50.92467;6.94715
LOTHRINGER STR.;85;50.92477;6.94689
LOTHRINGER STR.;;50.92344;6.95066
LOTOSWEG;2-18A;50.87277;7.01918
LOTOSWEG;;50.87269;7.01772
LOUIS-FERDINAND-STR.;1;50.96772;6.9518
LOUIS-FERDINAND-STR.;24;50.96787;6.95192
LOUIS-FERDINAND-STR.;3;50.96783;6.95177
LOUIS-FERDINAND-STR.;7;50.96814;6.95167
LOUIS-FERDINAND-STR.;8;50.9683;6.95196
LOUIS-FERDINAND-STR.;9;50.96828;6.95164
LOUIS-FERDINAND-STR.;;50.96787;6.95192
LÖVENICHER WEG;12;50.94105;6.87682
LÖVENICHER WEG;14;50.94066;6.87636
LÖVENICHER WEG;15;50.9401;6.87624
LÖVENICHER WEG;2;50.94118;6.877
LÖVENICHER WEG;22;50.9404;6.87597
LÖVENICHER WEG;25;50.93949;6.87619
LÖVENICHER WEG;2A;50.94097;6.87673
LÖVENICHER WEG;2B;50.94086;6.87658
LÖVENICHER WEG;31;50.93909;6.8764
LÖVENICHER WEG;4;50.9408;6.87653
LOVIS-CORINTH-STR.;;50.94206;6.86259
LÖWENBURGSTR.;20;50.90642;6.92241
LÖWENBURGSTR.;5;50.90689;6.92382
LÖWENGASSE;1;50.93011;6.95745
LÖWENGASSE;11;50.93018;6.95806
LÖWENGASSE;1-11;50.93011;6.95745
LÖWENGASSE;13-15;50.93019;6.95819
LÖWENGASSE;7-9;50.93014;6.95777
LÖWENGASSE;7/9;50.93016;6.95789
LÖWENGASSE;;50.93011;6.95787
LÜBECKER STR.;1;50.93534;6.83577
LÜBECKER STR.;11;50.94957;6.95552
LÜBECKER STR.;12;50.94969;6.95568
LÜBECKER STR.;13;50.94959;6.95541
LÜBECKER STR.;14-16;50.95001;6.95438
LÜBECKER STR.;16;50.95004;6.95427
LÜBECKER STR.;16-18;50.95004;6.95427
LÜBECKER STR.;17;50.9338;6.83556
LÜBECKER STR.;18;50.95006;6.95417
LÜBECKER STR.;18-20;50.95006;6.95417
LÜBECKER STR.;2;50.94951;6.95639
LÜBECKER STR.;20;50.9501;6.95404
LÜBECKER STR.;20-22;50.9501;6.95404
LÜBECKER STR.;21-23;50.95003;6.95367
LÜBECKER STR.;22;50.95013;6.9539
LÜBECKER STR.;22-24;50.95013;6.9539
LÜBECKER STR.;2-4;50.94951;6.95639
LÜBECKER STR.;25;50.9501;6.95338
LÜBECKER STR.;26;50.95018;6.95372
LÜBECKER STR.;3;50.94946;6.95595
LÜBECKER STR.;4;50.94955;6.95623
LÜBECKER STR.;5;50.94948;6.95585
LÜBECKER STR.;6;50.94958;6.95611
LÜBECKER STR.;7;50.94951;6.95575
LÜBECKER STR.;8-10;50.94963;6.95592
LÜBECKER STR.;9;50.94954;6.95563
LÜBECKER STR.;;50.94979;6.95502
LÜBECKER STR. WE;1;50.93534;6.83577
LÜBECKER STR. WE;15;50.94963;6.95526
LÜBECKER STR. WE;1-5;50.93534;6.83577
LÜBECKER STR. WE;15-17;50.94963;6.95526
LÜBECKER STR. WE;15/17;50.94963;6.95526
LÜBECKER STR. WE;17;50.9338;6.83556
LÜBECKER STR. WE;17-19;50.94998;6.95385
LÜBECKER STR. WE;19;50.94998;6.95385
LÜBECKER STR. WE;2;50.94951;6.95639
LÜBECKER STR. WE;2-4;50.94951;6.95639
LÜBECKER STR. WE;2/4;50.94951;6.95639
LÜBECKER STR. WE;3;50.94946;6.95595
LÜBECKER STR. WE;4;50.94955;6.95623
LÜBECKER STR. WE;4-6;50.94958;6.95611
LÜBECKER STR. WE;5;50.94948;6.95585
LÜBECKER STR. WE;6;50.94958;6.95611
LÜBECKER STR. WE;6/8;50.94958;6.95611
LÜBECKER STR. WE;;50.94979;6.95502
LUCAS-CRANACH-STR.;10-12;50.8807;7.01616
LUCASSTR.;10;50.86526;7.1044
LUCASSTR.;12;50.86529;7.10449
LUCASSTR.;14;50.86532;7.10458
LUCASSTR.;20;50.86507;7.10498
LUCASSTR.;24;50.86495;7.10525
LUCASSTR.;26;50.86541;7.10462
LUCASSTR.;32;50.86541;7.10462
LUCASSTR.;70;50.86541;7.10462
LUCASSTR.;75;50.86541;7.10462
LUCASSTR.;8;50.86531;7.10424
LUCASSTR.;;50.86541;7.10462
LÜCKRATHER STR.;10-12;50.98353;7.04182
LÜCKRATHER STR.;14;50.98337;7.04191
LÜDENSCHEIDER STR.;42;50.93848;7.03981
LÜDERICHSTR.;1;50.93057;7.00455
LÜDERICHSTR.;10;50.92972;7.00302
LÜDERICHSTR.;11;50.92937;7.00441
LÜDERICHSTR.;12;50.92957;7.00298
LÜDERICHSTR.;13;50.92955;7.00373
LÜDERICHSTR.;13-23;50.92955;7.00373
LÜDERICHSTR.;14;50.92943;7.00294
LÜDERICHSTR.;14-16;50.92943;7.00294
LÜDERICHSTR.;15;50.92943;7.0038
LÜDERICHSTR.;16;50.92928;7.00285
LÜDERICHSTR.;18;50.92937;7.00235
LÜDERICHSTR.;18-24;50.92937;7.00235
LÜDERICHSTR.;18-44;50.92937;7.00235
LÜDERICHSTR.;19;50.92918;7.00393
LÜDERICHSTR.;21;50.92903;7.00395
LÜDERICHSTR.;23;50.92889;7.004
LÜDERICHSTR.;24;50.92934;7.00182
LÜDERICHSTR.;2-4;50.93107;7.00435
LÜDERICHSTR.;2/4;50.93107;7.00435
LÜDERICHSTR.;25;50.92897;7.0033
LÜDERICHSTR.;29;50.9287;7.00344
LÜDERICHSTR.;29-31;50.9287;7.00344
LÜDERICHSTR.;3;50.92998;7.00417
LÜDERICHSTR.;30;50.92933;7.00128
LÜDERICHSTR.;31;50.92855;7.00346
LÜDERICHSTR.;34-342;50.92961;7.00138
LÜDERICHSTR.;35;50.9284;7.00278
LÜDERICHSTR.;3-5;50.92998;7.00417
LÜDERICHSTR.;36;50.92931;7.00076
LÜDERICHSTR.;38;50.92944;7.00079
LÜDERICHSTR.;42;50.92907;7.00129
LÜDERICHSTR.;42-40;50.92907;7.00129
LÜDERICHSTR.;42L;50.92907;7.00129
LÜDERICHSTR.;44;50.92906;7.00225
LÜDERICHSTR.;44-46;50.92906;7.00225
LÜDERICHSTR.;44/46;50.9287;7.00231
LÜDERICHSTR.;45;50.92989;7.00362
LÜDERICHSTR.;46;50.9287;7.00231
LÜDERICHSTR.;46-48;50.9287;7.00231
LÜDERICHSTR.;46/48;50.92856;7.00225
LÜDERICHSTR.;48;50.92856;7.00225
LÜDERICHSTR.;48/50;50.92842;7.00219
LÜDERICHSTR.;5;50.92983;7.00425
LÜDERICHSTR.;50;50.92842;7.00219
LÜDERICHSTR.;6;50.92989;7.00362
LÜDERICHSTR.;7G;50.92969;7.00432
LÜDERICHSTR.;8;50.93072;7.00392
LÜDERICHSTR.;;50.92989;7.00362
LUDOLF-CAMPHAUSEN-STR.;10;50.94168;6.93221
LUDOLF-CAMPHAUSEN-STR.;11;50.94086;6.93096
LUDOLF-CAMPHAUSEN-STR.;11-13;50.94086;6.93096
LUDOLF-CAMPHAUSEN-STR.;14;50.94189;6.93184
LUDOLF-CAMPHAUSEN-STR.;16-36;50.94204;6.93217
LUDOLF-CAMPHAUSEN-STR.;16B;50.94204;6.93217
LUDOLF-CAMPHAUSEN-STR.;17B;50.94178;6.93161
LUDOLF-CAMPHAUSEN-STR.;17 B;50.94178;6.93161
LUDOLF-CAMPHAUSEN-STR.;18;50.9418;6.93188
LUDOLF-CAMPHAUSEN-STR.;18-24;50.9418;6.93188
LUDOLF-CAMPHAUSEN-STR.;18B;50.9418;6.93188
LUDOLF-CAMPHAUSEN-STR.;19;50.94186;6.93167
LUDOLF-CAMPHAUSEN-STR.;20;50.94193;6.93197
LUDOLF-CAMPHAUSEN-STR.;20B;50.94193;6.93197
LUDOLF-CAMPHAUSEN-STR.;21;50.94195;6.93173
LUDOLF-CAMPHAUSEN-STR.;21B;50.94195;6.93173
LUDOLF-CAMPHAUSEN-STR.;22;50.94205;6.93206
LUDOLF-CAMPHAUSEN-STR.;22B;50.94205;6.93206
LUDOLF-CAMPHAUSEN-STR.;24;50.94205;6.93206
LUDOLF-CAMPHAUSEN-STR.;25B;50.94211;6.93185
LUDOLF-CAMPHAUSEN-STR.;26;50.94204;6.93217
LUDOLF-CAMPHAUSEN-STR.;29;50.94228;6.93197
LUDOLF-CAMPHAUSEN-STR.;33;50.94236;6.93203
LUDOLF-CAMPHAUSEN-STR.;34A;50.94268;6.93253
LUDOLF-CAMPHAUSEN-STR.;34B;50.94268;6.93253
LUDOLF-CAMPHAUSEN-STR.;35;50.94283;6.93238
LUDOLF-CAMPHAUSEN-STR.;36;50.94289;6.93267
LUDOLF-CAMPHAUSEN-STR.;36B;50.94289;6.93267
LUDOLF-CAMPHAUSEN-STR.;37;50.94288;6.93235
LUDOLF-CAMPHAUSEN-STR.;37A;50.94288;6.93235
LUDOLF-CAMPHAUSEN-STR.;37B;50.94288;6.93235
LUDOLF-CAMPHAUSEN-STR.;39;50.94306;6.93247
LUDOLF-CAMPHAUSEN-STR.;41;50.94322;6.93251
LUDOLF-CAMPHAUSEN-STR.;4-6;50.94096;6.93118
LUDOLF-CAMPHAUSEN-STR.;7;50.94234;6.93209
LUDOLF-CAMPHAUSEN-STR.;70-72;50.94234;6.93209
LUDOLF-CAMPHAUSEN-STR.;7-8;50.94174;6.93173
LUDOLF-CAMPHAUSEN-STR.;8;50.94174;6.93173
LUDOLF-CAMPHAUSEN-STR.;9;50.94071;6.93085
LUDOLF-CAMPHAUSEN-STR.;B 19;50.94186;6.93167
LUDOLF-CAMPHAUSEN-STR.;B 20;50.94193;6.93197
LUDOLF-CAMPHAUSEN-STR.;B 21;50.94195;6.93173
LUDOLF-CAMPHAUSEN-STR.;B 22;50.94205;6.93206
LUDOLF-CAMPHAUSEN-STR.;B28;50.94204;6.93217
LUDOLF-CAMPHAUSEN-STR.;B31;50.94236;6.93203
LUDOLF-CAMPHAUSEN-STR.;B32;50.94253;6.93241
LUDOLF-CAMPHAUSEN-STR.;B34;50.94268;6.93253
LUDOLF-CAMPHAUSEN-STR.;B36;50.94289;6.93267
LUDOLF-CAMPHAUSEN-STR.;;50.94234;6.93209
LUDWIG-ASCHOFF-STR.;1;50.9894;6.99415
LUDWIG-ASCHOFF-STR.;2;50.98905;6.99357
LUDWIG-ASCHOFF-STR.;;50.98917;6.994
LUDWIG-GIES-STR.;02;51.01964;6.90058
LUDWIG-GIES-STR.;1;51.0197;6.90009
LUDWIG-GIES-STR.;10;51.02012;6.90108
LUDWIG-GIES-STR.;10-08;51.02012;6.90108
LUDWIG-GIES-STR.;10-18;51.02012;6.90108
LUDWIG-GIES-STR.;10/18;51.02038;6.90131
LUDWIG-GIES-STR.;11;51.02032;6.89982
LUDWIG-GIES-STR.;1-18;51.0197;6.90009
LUDWIG-GIES-STR.;12;51.01995;6.90111
LUDWIG-GIES-STR.;13;51.01964;6.90058
LUDWIG-GIES-STR.;14;51.02002;6.9012
LUDWIG-GIES-STR.;18;51.02038;6.90131
LUDWIG-GIES-STR.;1A;51.01957;6.89931
LUDWIG-GIES-STR.;1 A;51.0197;6.90009
LUDWIG-GIES-STR.;1B;51.0192;6.89937
LUDWIG-GIES-STR.;1 B;51.0197;6.90009
LUDWIG-GIES-STR.;1W1;51.01964;6.90058
LUDWIG-GIES-STR.;2;51.0196;6.90029
LUDWIG-GIES-STR.;20;51.02092;6.90018
LUDWIG-GIES-STR.;22;51.01964;6.90058
LUDWIG-GIES-STR.;3;51.0198;6.89991
LUDWIG-GIES-STR.;4;51.01956;6.90044
LUDWIG-GIES-STR.;5;51.0199;6.89974
LUDWIG-GIES-STR.;6;51.01973;6.9006
LUDWIG-GIES-STR.;6-8;51.01973;6.9006
LUDWIG-GIES-STR.;7;51.02004;6.89946
LUDWIG-GIES-STR.;8;51.0199;6.90082
LUDWIG-GIES-STR.;8-10;51.0199;6.90082
LUDWIG-GIES-STR.;9;51.02021;6.89963
LUDWIG-GIES-STR.;W1A;51.01964;6.90058
LUDWIG-GIES-STR.;;51.01964;6.90058
LUDWIG-HEINRICH-STR.;102-118;51.02334;6.87817
LUDWIG-HEINRICH-STR.;118;51.02304;6.87833
LUDWIG-HEINRICH-STR.;27;51.0243;6.88018
LUDWIG-HEINRICH-STR.;29;51.02438;6.88005
LUDWIG-HEINRICH-STR.;31-69;51.02412;6.8796
LUDWIG-HEINRICH-STR.;;51.02376;6.88017
LUDWIG-JAHN-STR. ME;2;50.94275;6.83582
LUDWIG-JAHN-STR. ME;20;50.94301;6.83839
LUDWIG-JAHN-STR. ME;64;50.94183;6.84356
LUDWIG-JAHN-STR. ME;;50.94201;6.84452
LUDWIG-JAHN-STR. WE;1;50.86119;6.92459
LUDWIG-JAHN-STR. WE;15;50.94209;6.84176
LUDWIG-JAHN-STR. WE;16;50.94293;6.8377
LUDWIG-JAHN-STR. WE;17;50.94218;6.84366
LUDWIG-JAHN-STR. WE;18;50.943;6.83824
LUDWIG-JAHN-STR. WE;2;50.94275;6.83582
LUDWIG-JAHN-STR. WE;20;50.94301;6.83839
LUDWIG-JAHN-STR. WE;48;50.94203;6.84121
LUDWIG-JAHN-STR. WE;5;50.94275;6.84032
LUDWIG-JAHN-STR. WE;50;50.94194;6.84139
LUDWIG-JAHN-STR. WE;54;50.9418;6.84263
LUDWIG-JAHN-STR. WE;54-56;50.9418;6.84263
LUDWIG-JAHN-STR. WE;54/56;50.9418;6.84263
LUDWIG-JAHN-STR. WE;56;50.94187;6.84293
LUDWIG-JAHN-STR. WE;56-58;50.94187;6.84293
LUDWIG-JAHN-STR. WE;56/58;50.94187;6.84293
LUDWIG-JAHN-STR. WE;58;50.94185;6.84319
LUDWIG-JAHN-STR. WE;60;50.94184;6.84396
LUDWIG-JAHN-STR. WE;62;50.94183;6.84377
LUDWIG-JAHN-STR. WE;64;50.94183;6.84356
LUDWIG-JAHN-STR. WE;8;50.94283;6.83656
LUDWIG-JAHN-STR. WE;84;50.94204;6.85087
LUDWIG-JAHN-STR. WE;;50.94201;6.84452
LUDWIG-QUIDDE-PLATZ;10;50.9316;7.05674
LUDWIG-QUIDDE-PLATZ;12;50.93203;7.05794
LUDWIG-QUIDDE-PLATZ;12-20;50.93203;7.05794
LUDWIG-QUIDDE-PLATZ;13;50.93208;7.05889
LUDWIG-QUIDDE-PLATZ;15-31;50.93243;7.05855
LUDWIG-QUIDDE-PLATZ;16;50.93173;7.05771
LUDWIG-QUIDDE-PLATZ;16-18;50.93173;7.05771
LUDWIG-QUIDDE-PLATZ;18;50.93158;7.05761
LUDWIG-QUIDDE-PLATZ;19;50.9323;7.05853
LUDWIG-QUIDDE-PLATZ;2;50.93221;7.05718
LUDWIG-QUIDDE-PLATZ;20;50.93142;7.0575
LUDWIG-QUIDDE-PLATZ;2-10;50.93221;7.05718
LUDWIG-QUIDDE-PLATZ;22;50.9318;7.05865
LUDWIG-QUIDDE-PLATZ;23;50.93223;7.0583
LUDWIG-QUIDDE-PLATZ;24;50.93159;7.0585
LUDWIG-QUIDDE-PLATZ;3;50.93269;7.05843
LUDWIG-QUIDDE-PLATZ;33-49;50.93258;7.05789
LUDWIG-QUIDDE-PLATZ;4;50.93206;7.05707
LUDWIG-QUIDDE-PLATZ;41;50.9324;7.05758
LUDWIG-QUIDDE-PLATZ;5;50.93231;7.05905
LUDWIG-QUIDDE-PLATZ;6;50.93191;7.05695
LUDWIG-QUIDDE-PLATZ;8;50.93176;7.05685
LUDWIG-QUIDDE-PLATZ;8-10;50.93176;7.05685
LUDWIG-QUIDDE-PLATZ;;50.93221;7.05789
LUDWIG-RONIG-STR.;10;50.92862;7.04841
LUDWIG-RONIG-STR.;13;50.92879;7.0496
LUDWIG-RONIG-STR.;27;50.92824;7.05094
LUDWIG-RONIG-STR.;34;50.92811;7.05073
LUDWIG-RONIG-STR.;36;50.92808;7.05096
LUDWIG-RONIG-STR.;4;50.92889;7.04762
LUDWIG-RONIG-STR.;6;50.92889;7.04785
LUDWIG-RONIG-STR.;8;50.9287;7.04819
LUDWIG-RONIG-STR.;;50.92869;7.04938
LUDWIGSBURGER STR.;10;50.96531;6.93858
LUDWIGSBURGER STR.;11;50.96441;6.93856
LUDWIGSBURGER STR.;12;50.96529;6.9384
LUDWIGSBURGER STR.;12A;50.96468;6.93569
LUDWIGSBURGER STR.;14-18;50.96434;6.93522
LUDWIGSBURGER STR.;2;50.96537;6.9397
LUDWIGSBURGER STR.;21;50.96456;6.93626
LUDWIGSBURGER STR.;7;50.96509;6.93912
LUDWIGSBURGER STR.;8;50.96535;6.93944
LUDWIGSBURGER STR.;;50.96501;6.93724
LUDWIG-SCHNEIDER-STR.;1;50.86211;7.08975
LUDWIG-SCHNEIDER-STR.;10;50.86172;7.09013
LUDWIG-SCHNEIDER-STR.;2-4;50.86169;7.08949
LUDWIG-SCHNEIDER-STR.;3;50.86208;7.08998
LUDWIG-SCHNEIDER-STR.;39;50.86184;7.09029
LUDWIG-SCHNEIDER-STR.;3-9;50.86208;7.08998
LUDWIG-SCHNEIDER-STR.;8;50.86169;7.08974
LUDWIG-SCHNEIDER-STR.;81;50.86184;7.09029
LUDWIG-SCHNEIDER-STR.;;50.86184;7.09029
LUDWIGSHAFER STR.;1A;50.97101;6.93573
LUDWIGSHAFER STR.;2;50.9713;6.93561
LUDWIGSHAFER STR.;;50.97116;6.93565
LUDWIGSTR.;1;50.9372;6.9548
LUDWIGSTR.;11;50.89687;7.07693
LUDWIGSTR.;11-13;50.89687;7.07693
LUDWIGSTR.;13;50.89681;7.0768
LUDWIGSTR.;14;50.89679;7.07544
LUDWIGSTR.;15;50.93892;6.95499
LUDWIGSTR.;19;50.89661;7.0763
LUDWIGSTR.;2;50.89698;7.07638
LUDWIGSTR.;2-3;50.89698;7.07638
LUDWIGSTR.;2-4;50.89698;7.07638
LUDWIGSTR.;2-6;50.89698;7.07638
LUDWIGSTR.;39;50.89607;7.07509
LUDWIGSTR.;6;50.8972;7.07607
LUDWIGSTR.;64;50.8835;7.03357
LUDWIGSTR.;6-8;50.8972;7.07607
LUDWIGSTR.;8;50.89683;7.07599
LUDWIGSTR.;9;50.93755;6.95484
LUDWIGSTR.;DM DROGERIEMARKT;50.8835;7.03357
LUDWIGSTR.;HAUS HOHE STR. NR. 103;50.93824;6.95622
LUDWIGSTR.;;50.8835;7.03357
LUDWIGSTR. PO;21-23;50.89637;7.07598
LUDWIGSTR. PO;41;50.896;7.07494
LUDWIGSTR. PO;5;50.89704;7.07726
LUDWIGSTR. PO;51;50.89591;7.07459
LUDWIGSTR. PO;53-55;50.8959;7.07451
LUDWIGSTR. PO;65;50.89578;7.074
LUDWIGSTR. PO;;50.8835;7.03357
LUDWIGSTR. WSS;;50.8835;7.03357
LUISENSTR.;14;50.93592;6.97547
LUISENSTR.;1A;50.93644;6.97547
LUISENSTR.;1A-3;50.93644;6.97547
LUISENSTR.;1A/3;50.93649;6.97545
LUISENSTR.;2;50.93655;6.97529
LUISENSTR.;28;50.93632;6.97543
LUISENSTR.;2A;50.93648;6.97531
LUISENSTR.;2B;50.93641;6.97533
LUISENSTR.;3;50.93638;6.97548
LUISENSTR.;90;50.93632;6.97543
LUISENSTR.;;50.93632;6.97543
LUISENWEG;8;50.90346;7.03461
LUISENWEG;;50.90353;7.03443
LUISE-REHLING-STR.;6;50.94114;7.06149
LUISE-REHLING-STR.;;50.94094;7.06118
LUISE-STRAUSS-ERNST-STR.;;50.94135;6.97578
LUKASSTR.;0;50.95242;6.92761
LUKASSTR.;10;50.95223;6.92676
LUKASSTR.;10-12;50.95223;6.92676
LUKASSTR.;10/12;50.95225;6.92713
LUKASSTR.;12;50.95225;6.92713
LUKASSTR.;12-10;50.95225;6.92713
LUKASSTR.;12-14;50.95225;6.92713
LUKASSTR.;12A-12E;50.9516;6.92777
LUKASSTR.;12A-E;50.95201;6.92726
LUKASSTR.;13-15;50.95242;6.92761
LUKASSTR.;14;50.95232;6.92745
LUKASSTR.;14-16;50.95232;6.92745
LUKASSTR.;16;50.95231;6.92777
LUKASSTR.;16-16D;50.95159;6.92841
LUKASSTR.;16-18;50.95231;6.92777
LUKASSTR.;16A-16D;50.95159;6.92841
LUKASSTR.;17;50.95242;6.92761
LUKASSTR.;18;50.95239;6.92816
LUKASSTR.;18-16;50.95239;6.92816
LUKASSTR.;18-20;50.95239;6.92816
LUKASSTR.;18/20;50.9524;6.92837
LUKASSTR.;20;50.9524;6.92837
LUKASSTR.;20-18;50.9524;6.92837
LUKASSTR.;20-22;50.9524;6.92837
LUKASSTR.;20A-20B;50.95193;6.92872
LUKASSTR.;20A-B;50.95217;6.92867
LUKASSTR.;20A/B;50.9524;6.92837
LUKASSTR.;210;50.95242;6.92761
LUKASSTR.;22;50.95246;6.92884
LUKASSTR.;22-24;50.95246;6.92884
LUKASSTR.;24;50.95246;6.9293
LUKASSTR.;24-26;50.95246;6.9293
LUKASSTR.;26;50.95253;6.92953
LUKASSTR.;30;50.95258;6.93031
LUKASSTR.;30-32;50.95258;6.93031
LUKASSTR.;32;50.95263;6.93079
LUKASSTR.;34;50.95259;6.93096
LUKASSTR.;4;50.95188;6.92605
LUKASSTR.;41;50.95242;6.92761
LUKASSTR.;4-6;50.95188;6.92605
LUKASSTR.;51;50.95242;6.92761
LUKASSTR.;6;50.952;6.92626
LUKASSTR.;6-8;50.952;6.92626
LUKASSTR.;6/8;50.95212;6.92649
LUKASSTR.;7;50.95242;6.92761
LUKASSTR.;70;50.95273;6.93186
LUKASSTR.;75;50.95242;6.92761
LUKASSTR.;8;50.95212;6.92649
LUKASSTR.;8-10;50.95212;6.92649
LUKASSTR.;;50.95242;6.92761
LÜLSDORFER STR.;111;50.84577;7.00389
LÜLSDORFER STR.;122;50.84604;7.00492
LÜLSDORFER STR.;126A;50.84599;7.00523
LÜLSDORFER STR.;147;50.8473;7.00622
LÜLSDORFER STR.;185;50.84949;7.00957
LÜLSDORFER STR.;204;50.84975;7.0114
LÜLSDORFER STR.;232;50.85102;7.01376
LÜLSDORFER STR.;56;50.84179;7.00541
LÜLSDORFER STR.;;50.84754;7.0067
LÜLSDORFFSTR.;;50.96052;7.00226
LUNGENGASSE;101-105;50.93498;6.94737
LUNGENGASSE;105;50.93498;6.94737
LUNGENGASSE;128-134;50.93498;6.94737
LUNGENGASSE;13-17;50.93484;6.94826
LUNGENGASSE;175;50.93498;6.94737
LUNGENGASSE;2;50.93495;6.94872
LUNGENGASSE;20;50.935;6.94803
LUNGENGASSE;22;50.935;6.94794
LUNGENGASSE;22-22A;50.93502;6.9478
LUNGENGASSE;22/22A;50.935;6.94794
LUNGENGASSE;22A;50.93502;6.9478
LUNGENGASSE;24;50.93503;6.94748
LUNGENGASSE;24-30;50.93503;6.94748
LUNGENGASSE;2-6;50.93495;6.94872
LUNGENGASSE;26-30;50.93505;6.94724
LUNGENGASSE;26/30;50.93505;6.94724
LUNGENGASSE;29;50.93487;6.94831
LUNGENGASSE;31;50.93486;6.94801
LUNGENGASSE;32;50.93506;6.94706
LUNGENGASSE;32-34;50.93506;6.94706
LUNGENGASSE;32-46;50.93506;6.94706
LUNGENGASSE;33;50.9349;6.94726
LUNGENGASSE;34;50.93509;6.94664
