strasse;hausnummer;anzahl bussgelder
WÜRZBURGER STR.;63;2
SILCHERSTR.;13;2
WEISSER STR. RO;55;2
VONDELSTR.;34;2
XANTENER STR.;105;2
VENLOER STR.;701;2
STEFAN-ZWEIG-STR.;11;2
VONDELSTR.;32;2
SUBBELRATHER STR.;306;2
STEFAN-ZWEIG-STR.;1;2
WEISSER STR. RO;24;2
TOYOTA-ALLEE;44;2
STEINRUTSCHWEG;2;2
VENLOER STR.;702-704;2
TOYOTA-ALLEE;33;2
SÜLZBURGSTR.;90/92;2
WEISSER STR. RO;136;2
VENLOER STR.;705;2
VONDELSTR.;2;2
URNENSTR.;14;2
TORGAUSTR.;7;2
VONDELSTR.;17;2
SUBBELRATHER STR.;303;2
STADTWALDGÜRTEL;69;2
URNENSTR.;34-36;2
WEISSER HAUPTSTR.;121;2
WEISSENBURGSTR.;8-8A;2
WEISSENBURGSTR.;8-10;2
SCHLESISCHER PLATZ;1;2
SEVERINSWALL;15-17-19;2
URSULAGARTENSTR.;15;2
WEISSENBURGSTR.;72-74;2
THEODOR-HEUSS-RING;28-30;2
VON-BODELSCHWINGH-STR.;18;2
SIEGFRIEDSTR. RO;1-3;2
SUBBELRATHER STR.;286;2
VON-BODELSCHWINGH-STR.;17;2
TAUNUSSTR.;28;2
SIEGBURGER STR.;53/55;2
STADTWALDGÜRTEL;61-63;2
WEISSENBURGSTR.;60;2
WEISSENBURGSTR.;6;2
WEISSENBURGSTR.;56-58;2
TITUSSTR.;4-6;2
SEVERINSTR.;14;2
WEISSENBURGSTR.;5;2
VIKTOR-SCHNITZLER-STR.;;2
YORCKSTR.;28-30;2
VITALISSTR.;406;2
URSULAKLOSTER;2;2
VON-BODELSCHWINGH-STR.;1;2
YORCKSTR.;31;2
YORCKSTR.;31A;2
STADTWALDGÜRTEL;60;2
SPEYERER STR.;16;2
TITUSSTR.;24-26;2
SPINNMÜHLENGASSE;5;2
WEISSENBURGSTR.;36-38;2
WEISSENBURGSTR.;34;2
ZAUNSTR.;1;2
SUBBELRATHER STR.;276;2
WEISSENBURGSTR.;3;2
WEISSENBURGSTR.;29-31;2
WEISSENBURGSTR.;27-29;2
WEISSENBURGSTR.;26;2
SEEKABELSTRASSE;;2
URSULAPLATZ;15;2
SCHILLERSTR.;1;2
TITUSSTR.;21;2
TAUNUSSTR.;296;2
TITUSSTR.;20-22;2
WEISSENBURGSTR.;21;2
URSULAPLATZ;27;2
SCHLESWIGSTR.;7;2
WEISSENBURGSTR.;19;2
URSULAPLATZ;30;2
SCHILDGENWEG;18;2
SÜLZGÜRTEL;23;2
TITUSSTR.;18-20;2
WEISSDORNWEG RO;;2
SUBBELRATHER STR.;271;2
SÜLZGÜRTEL;24;2
WEISMANTELWEG;7;2
SEVERINSTR.;152;2
THEODOR-HEUSS-RING;22-24;2
VOGELSANGER STR.;161-163;2
SIEGBURGER STR.;284;2
VENLOER STR.;726;2
SCHULSTR. WE;48;2
SÜLZGÜRTEL;29;2
SIEBACHSTR.;37;2
TITUSSTR.;12-14;2
SEVERINSTR.;154;2
TAUNUSSTR.;3;2
SCHLEUTERSTR.;14;2
SÖMMERINGSTR.;36-38;2
SCHLEUTERSTR.;32;2
ZEHNTHOFSTR.;26A;2
ZUM ENGELSHOF;;2
WEINSBERGSTR.;78-80;2
SCHLEUTERSTR.;8;2
WEINSBERGSTR.;72;2
STOLPESTR.;8;2
VOLTASTR.;34;2
ZEHNTHOFSTR.;33;2
WEINSBERGSTR.;188;2
SILCHERSTR.;12;2
WEINSBERGSTR.;187;2
WEINSBERGSTR.;160;2
WEINSBERGSTR.;140-142;2
ÜRZIGER STR.;6;2
TILSITER WEG;19;2
ZEHNTHOFSTR.;6;2
VOLTASTR.;26/28;2
SCHMALBEINSTR.;12;2
TILSITER STR. PO;15;2
SEEKABELSTRASSE;10;2
TEUTOBURGER STR.;29-31;2
SEVERINSTR.;160;2
WEINSBERGSTR.;118-120;2
SCHMALBEINSTR.;25B;2
SCHMALBEINSTR.;27;2
USEDOMSTR.;54;2
WEINSBERGSTR.;100;2
TILSITER STR.;7;2
ZEHNTSTR.;24;2
TILSITER STR.;5;2
VOLTASTR.;18;2
VOLPERTUSSTR.;18-20;2
ZEHNTSTR.;27-29;2
WEINGARTENGASSE;93-95;2
TILSITER STR.;3;2
VINCENZ-STATZ-STR.;18;2
ZEHNTSTR.;39;2
WEINGARTENGASSE;86;2
ZEHNTSTR.;43;2
SIEGBURGER STR.;57-73;2
SIEGBURGER STR.;308;2
TEUTOBURGER STR.;29;2
SUBBELRATHER STR.;250;2
WEINGARTENGASSE;2;2
WEINGARTENGASSE;13;2
SEVERINSWALL;26;2
SÜLZGÜRTEL;49;2
USINGERSTR.;105;2
SCHMALBEINSTR.;41;2
USINGERSTR.;14;2
TILLYSTR.;1;2
WEIMARER STR.;68;2
WEIMARER STR.;65;2
SÜLZGÜRTEL;5;2
SÜLZGÜRTEL;50;2
SUBBELRATHER STR.;247-249;2
STETTINER STR. PO;18;2
SUBBELRATHER STR.;245;2
TAUNUSSTR.;39-41;2
WEIMARER STR.;45;2
SCHIEFERSBURGER WEG;43;2
TEUTOBURGER STR.;23;2
SUBBELRATHER STR.;244;2
STADTWALDGÜRTEL;5;2
SCHIEFERSBURGER WEG;3-17;2
USINGERSTR.;91;2
TAUNUSSTR.;42;2
TIEFENTALSTR.;68-70;2
ZEUGHAUSSTR.;14-22;2
SEDANSTR.;8-10;2
SIEGFRIEDSTR. RO;6;2
SUBBELRATHER STR.;238;2
VOGELSANGER STR.;121-123;2
WEIMARER STR.;13;2
STETTINER STR. PO;2;2
SÜLZGÜRTEL;57;2
ZEUGHAUSSTR.;28-38;2
VOLKSGARTENSTR.;7-9;2
ZEUGHAUSSTR.;52;2
TAUNUSSTR.;45;2
STALLAGSWEG;156;2
WEIMARER PLATZ;6;2
TIEFENTALSTR.;37;2
VENLOER WALL;13-13A;2
SÜLZGÜRTEL;57-59;2
ZIEGELEIWEG;14;2
WEILERWEG;93;2
WEILERWEG;72;2
VOLKSGARTENSTR.;66-68;2
SPICHERNSTR.;55;2
SÜLZGÜRTEL;5A;2
TIEFENTALSTR.;33;2
SCHULSTR.;29-31;2
TIEFENTALSTR.;32;2
VOGELSANGER STR.;113;2
SUBBELRATHER STR.;209;2
SCHWALBENGASSE;20/24;2
STADTWALDGÜRTEL;47;2
TIEFENTALSTR.;23;2
ZILLESTR.;24;2
VASTERSSTR.;10;2
ZILLESTR.;9;2
STADTWALDGÜRTEL;45-49;2
SUBBELRATHER STR.;194;2
STADTWALDGÜRTEL;45-47;2
WEILBURGER STR.;1A;2
VASTERSSTR.;19;2
SOLINGER STR. PO;25;2
STAMMHEIMER STR.;103-105;2
SEVERINSTR.;165;2
WEIDENPESCHER STR.;32;2
WEIDENPESCHER STR.;24-26;2
ZOLLSTOCKGÜRTEL;27A-29;2
STEINSTR.;3;2
TAUNUSSTR.;47-49;2
SCHALLSTR.;22;2
SIEBACHSTR.;33-35;2
WEIDENGASSE;73;2
STEINSTR.;31;2
VOGELSANGER STR.;110;2
ZOLLSTOCKGÜRTEL;4;2
SUBBELRATHER STR.;168;2
VINCENZSTR.;14;2
STADTWALDGÜRTEL;44;2
SCHULSTR.;30-32;2
SCHMALBEINSTR.;67-68;2
SEVERINSTR.;173-175;2
SCHMALBEINSTR.;73;2
WEIDENGASSE;31-33;2
SÜLZGÜRTEL;74;2
THUSNELDASTR.;46;2
SUBBELRATHER STR.;151;2
WEIDENGASSE;1-9;2
STEINSTR.;3-5;2
SIEBENGEBIRGSALLEE;10;2
VOLKSGARTENSTR.;58-60;2
SUBBELRATHER STR.;15;2
ZOLLSTOCKSWEG;28;2
VELEDASTR.;4;2
SUBBELRATHER STR.;149;2
VOLKSGARTENSTR.;5-7;2
THUSNELDASTR.;16/18;2
SCHMALER WALL;15;2
WEICHSELRING;5;2
VELEDASTR.;8;2
THUSNELDASTR.;16-18;2
ZONSER STR.;12A;2
WEICHSELRING;153-155;2
WEICHSELRING;103;2
SIGRID-UNDSET-STR.;9;2
WEBERSTR.;13-15;2
ZONSER STR.;18;2
WATTSTR.;15;2
ZONSER STR.;20;2
WATTSTR.;14;2
ZUR ALTEN GÄRTNEREI;22;2
TAUNUSSTR.;6;2
THUSNELDASTR.;10;2
ZONSER STR.;5;2
SIEBACHSTR.;97;2
ZONSER STR.;57-59;2
SIEGBURGER STR.;315;2
SCHALLSTR.;16;2
ZONSER STR.;67;2
THURNMARKT;5;2
WATERLOOSTR.;1;2
THURNMARKT;3-7;2
SUBBELRATHER STR.;140-142;2
STEINSTR.;39-41;2
TAUNUSSTR.;7;2
SCHMALKALDER WEG;3;2
VENLOER STR.;12-14;2
SCHULSTR.;32;2
SEVERINSWALL;45;2
WARTHESTR.;8-10;2
SÜRTHER HAUPTSTR.;101;2
THURNMARKT;1-3;2
ZU DEN WIESEN;24-26;2
TEUTOBURGER STR.;21;2
ZU DEN WIESEN;;2
WARTHESTR.;5;2
ZUGASSE;13;2
VOLKSGARTENSTR.;3;2
ZUGASSE;13-15;2
WARTHESTR.;20-22;2
SCHMIEDEGASSE;11;2
WARTHESTR.;18;2
SIEGESSTR.;36/38;2
STEINSTR.;42-44;2
TEICHSTR.;2;2
SCHALLSTR.;4;2
WARTBURGSTR.;2-4;2
THURNER STR.;59;2
ST.-APERN-STR.;23;2
WARTBURGPLATZ;9;2
WARTBURGPLATZ;14;2
ZUGASSE;29-31;2
WARTBURGPLATZ;1-3;2
SIEGBURGER STR.;327;2
ZUGASSE;31-33;2
STOLLWERCKSTR.;32;2
THURNER STR.;27-29;2
SUBBELRATHER STR.;130-138;2
SCHEUERMÜHLENSTR.;63;2
SCHWALBACHER STR.;45-47;2
STAMMHEIMER STR.;108;2
VENLOER STR.;171;2
STALLAGSWEG;184;2
THURNER STR.;19-21;2
SCHENKSPFAD;;2
THURNER STR.;19;2
THURNER STR.;12;2
SEVERINSTR.;218A-G;2
WALTHER-RATHENAU-STR.;9;2
VENLOER STR.;179;2
WALTHER-RATHENAU-STR.;4;2
VITALISSTR.;318;2
VENLOER STR.;186;2
STADTWALDGÜRTEL;37L35;2
SEVERINSTR.;23-25;2
SUBBELRATHER STR.;119;2
SCHMIEDEGASSE;44;2
ZUGWEG;28;2
THÜRMCHENSWALL;72-74;2
THÜRMCHENSWALL;70;2
ZUGWEG;32/34;2
THÜRMCHENSWALL;69;2
SCHENKENDORFSTR.;5;2
WALNUSSWEG;3;2
SCHENKENDORFSTR.;4;2
SCHMIEDEGASSE;46;2
SUBBELRATHER STR.;115;2
SCHENKENDORFSTR.;36;2
WALLSTR.;96;2
ZUGWEG;49;2
VENLOER STR.;189-191;2
WALLSTR.;93;2
ST.-APERN-STR.;14-16;2
WALLSTR.;91;2
STOLLWERCKHOF;10;2
ZÜLPICHER PLATZ;10-8;2
WALLSTR.;79;2
WALLSTR.;76;2
SPINNMÜHLENGASSE;3;2
WALLSTR.;74-76;2
TEICHSTR.;75;2
WALLSTR.;72/74;2
WALLSTR.;69;2
SCHMIEDEGASSE;9;2
WALLSTR.;64;2
VOLKSGARTENSTR.;22;2
STEINSTR.PO;1-5;2
ZÜLPICHER PLATZ;16-18;2
VENLOER STR.;194;2
VEREINSSTR.;8;2
WALLSTR.;45;2
ZÜLPICHER PLATZ;2-4;2
STADTWALDGÜRTEL;37;2
VENLOER STR.;199;2
WALLSTR.;33;2
WALLSTR.;28;2
SIEVERSSTR.;35A;2
SCHMITTGASSE;114;2
STEINSTR.PO;18;2
VENLOER STR.;206;2
STEINSTR.PO;2;2
VOGELSANGER STR.;107-109;2
STOLKGASSE;25-45;2
SÜRTHER HAUPTSTR.;195;2
SCHMITTGASSE;157;2
VOLKSGARTENSTR.;18;2
STAMMSTR.;15;2
WALLSTR.;141A;2
SILCHERSTR.;11;2
ZÜLPICHER PLATZ;8-12;2
VENLOER STR.;209-213;2
VENLOER STR.;21;2
THÜRMCHENSWALL;51-43;2
TEMPELHERRENSTR.;23;2
ZÜLPICHER STR.;11;2
VENLOER STR.;211;2
VENLOER STR.;211-213;2
THÜRMCHENSWALL;51;2
VINCENZSTR.;19-21;2
ZÜLPICHER STR.;13;2
SCHELLENWEG;6-8;2
SECHZIGSTR.;91-93;2
THÜRMCHENSWALL;43;2
WALLSTR.;110;2
WALLSTR.;101;2
WALLRAFPLATZ;9;2
STÜTTGERHOFWEG;4A-C;2
SCHEINERSTR.;;2
THÜRMCHENSWALL;33;2
VOLKSGARTENSTR.;15-17;2
STÜTTGERHOFWEG;4 A-C;2
WALDSTR. PO;9;2
STÜTTGERHOFWEG;4 A-B;2
SCHEIDTWEILERSTR.;95;2
ZÜLPICHER STR.;179;2
WALDSTR. PO;86;2
SPIESERGASSE;18-20;2
WALDSTR. PO;78;2
SECHZIGSTR.;85;2
STÜTTGERHOFWEG;4A-4C;2
ZÜLPICHER STR.;182-184;2
THÜRMCHENSWALL;23;2
SÜRTHER HAUPTSTR.;231;2
ZUR ALTEN GÄRTNEREI;2;2
VOLKSGARTENSTR.;14;2
THÜRMCHENSWALL;15;2
VINZENZALLEE;20;2
VENLOER STR.;22;2
ZÜLPICHER STR.;191;2
WALDSTR. PO;49;2
STÜTTGERHOFWEG;4-4C;2
WALDSTR. PO;241;2
THEODOR-BRAUER-STR.;3;2
ZÜLPICHER STR.;199;2
SECHZIGSTR.;83;2
STOLBERGER STR.;96;2
STÜTTGERHOFWEG;4-4A;2
THÜRINGER STR.;17;2
WALDSTR. PO;176;2
THUMBSTR.;9;2
THUMBSTR.;85;2
SCHEIDTWEILERSTR.;89;2
ZÜLPICHER STR.;217;2
ZÜLPICHER STR.;218;2
TENKTERERSTR.;4/6;2
ZÜLPICHER STR.;219-221;2
WALDSTR. PO;136;2
WALDSTR. PO;134;2
WALDSTR. PO;122;2
STEINSTR. RO;11;2
SÜRTHER HAUPTSTR.;237;2
ZÜLPICHER STR.;224-228;2
ZÜLPICHER STR.;224-230;2
STANGENRODER WEG;5-7;2
WALDSTR. PO;101;2
WALDSTR.;7;2
THUMBSTR.;63;2
SIEGSTR.;39;2
SCHEIDTWEILERSTR.;71A;2
VOLKHOVENER WEG;174;2
STEINSTR. RO;;2
ZÜLPICHER STR.;230-232;2
SPICHERNSTR.;61;2
STAMMSTR.;13-15;2
SIEGSTR.;41;2
VOLKHOVENER WEG;161-161A;2
SCHMITTGASSE;39;2
THUMBSTR.;57-59;2
VOLKHOVENER WEG;13;2
SEVERINSWALL;54;2
WALDSTR.;42;2
THUMBSTR.;55;2
ZÜLPICHER STR.;239-241;2
THUMBSTR.;44;2
THUMBSTR.;4;2
ZÜLPICHER STR.;2-4;2
SCHEIDEMANNSTR.;26;2
STADTWALDGÜRTEL;23;2
ZÜLPICHER STR.;241-243;2
SIEBACHSTR.;92;2
WALDSTR.;21-21A;2
THEODOR-BABILON-STR.;2A;2
VOLKERWEG;1;2
ZÜLPICHER STR.;245-247;2
THUMBSTR.;24;2
SIBELIUSSTR.;25;2
VOLBERGER WEG;;2
SÜRTHER HAUPTSTR.;70;2
WALDSTR.;19-21;2
SCHMITTGASSE;60-62;2
SÜRTHER HAUPTSTR.;73;2
STAMMSTR.;97 B;2
VOLBERGER WEG;16;2
STADTWALDGÜRTEL;20-22;2
SIEGESSTR.;34-36;2
ZÜLPICHER STR.;259-261;2
WALDSTR.;15;2
THUMBSTR.;17;2
ZÜLPICHER STR.;26-28;2
STUTTGARTER STR.;10;2
VENLOER STR.;236-238;2
SCHMITTGASSE;63-65;2
ZÜLPICHER STR.;268-270;2
SCHEIBENSTR.;4;2
SCHULSTR. PO;22A;2
THENHOVENER STR.;;2
SÜRTHER HAUPTSTR.;76;2
ZÜLPICHER STR.;270-272;2
WALDKAUZWEG;90;2
ZÜLPICHER STR.;271-273;2
THENHOVENER STR.;17;2
ZÜLPICHER STR.;272-274;2
WALDKAUZWEG;9;2
SCHMITTGASSE;69;2
WALDKAUZWEG;88;2
WALDKAUZWEG;85;2
THULEWEG;94;2
ZÜLPICHER STR.;28;2
VINZENZALLEE;3;2
THULEWEG;90;2
ZÜLPICHER STR.;29;2
SECHZIGSTR.;59;2
THEKLASTR.;1;2
SCHEFFELSTR.;12;2
VOGTEISTR.;2-4;2
THULEWEG;88;2
WALDKAUZWEG;48;2
WALDKAUZWEG;44;2
ZÜLPICHER STR.;30;2
WALDKAUZWEG;40;2
VIEHTRIFT;47;2
SCHULSTR. PO;;2
THULEWEG;78;2
STÜRMERSTR.;9A;2
SCHARTGASSE;;2
WALDKAUZWEG;27;2
SIEGESSTR.;34;2
WALDKAUZWEG;2-4;2
THEBÄERSTR.;82;2
WALDKAUZWEG;24;2
SCHARNHORSTSTR.;8;2
WALDHAUSSTR.;3;2
WALDHAUSSTR.;1;2
SCHULSTR. WE;1-3;2
THULEWEG;1;2
WALDECKER STR.;FA.MAKOS;2
VENLOER STR.;241-243;2
ZÜLPICHER WALL;46-48;2
WALDECKER STR.;7;2
STADTWALDGÜRTEL;18;2
THORWALDSENSTR.;7;2
ZÜLPICHER STR.;314-316;2
VENLOER STR.;24-26;2
WALDECKER STR.;49;2
SCHARNHORSTSTR.;11;2
SÖMMERINGSTR.;25;2
WALDECKER STR.;44;2
VOGESENSTR.;280A;2
THORWALDSENSTR.;22-24;2
VIEHTRIFT;67;2
SEYDLITZSTR.;8;2
ZÜLPICHER STR.;32;2
ZYPRESSENSTR.;50;2
STADTWALDGÜRTEL;16;2
WALDECKER STR.;29-33;2
WALDECKER STR.;29;2
ZÜLPICHER STR.;322-324;2
SCHALLSTR.;24;2
SCHNEEBERGSTR.;69;2
SCHNEEBERGSTR.;71;2
THORN-PRIKKER-STR.;7;2
VOGESENSTR.;2;2
STEINWEG;2;2
WALDBRÖLER STR.;17;2
ZÜLPICHER STR.;327-329;2
SECHZIGSTR.;4B;2
SIEGBURGER STR.;353;2
TEMPELSTR.;22/24;2
VENLOER STR.;246/248;2
WALBERBERGER STR.;;2
ZÜLPICHER STR.;331-333;2
SCHNEEBERGSTR.;71-73;2
SIEGBURGER STR.;355/357;2
SEVERINSTR.;45;2
WAISENHAUSGASSE;59-61;2
VENLOER STR.;248/250;2
SIEGBURGER STR.;358;2
WAISENHAUSGASSE;56;2
WAISENHAUSGASSE;50;2
SCHNEIDER-CLAUSS-STR.;21-23;2
ZÜLPICHER STR.;339-341;2
WAISENHAUSGASSE;48-50;2
THEBÄERSTR.;66-68;2
WAISENHAUSGASSE;43-45;2
ZÜLPICHER STR.;346;2
STEINWEG;29;2
ZÜLPICHER STR.;348;2
VOGESENSTR.;15;2
SIEGESSTR.;32;2
WAISENHAUSGASSE;41-43;2
VIEHTRIFT;80;2
SCHNELLWEIDER STR.;11;2
SIEGBURGER STR.;359/357;2
STUPPSTR.;7;2
SCHALLSTR.;41;2
ZÜLPICHER STR.;36-38;2
ZÜLPICHER STR.;368;2
WAISENHAUSGASSE;37-39;2
VOGESENSTR.;11;2
WAISENHAUSGASSE;33-35;2
THEBÄERSTR.;58A;2
ZÜLPICHER STR.;373;2
SÜRTHER STR. RO;152;2
ZÜLPICHER STR.;37-39;2
VENLOER STR.;255;2
SEVERINSTR.;50;2
SCHNELLWEIDER STR.;124;2
SCHNELLWEIDER STR.;128;2
ZÜLPICHER STR.;380;2
ZÜLPICHER STR.;381;2
SIEGBURGER STR.;362/364;2
WAISENHAUSGASSE;12-14;2
THIELENSTR.;28;2
WAIDMARKT;2;2
WAIDMARKT;14-16;2
WAIDMARKT;11;2
THIELENSTR.;26;2
THIELENSTR.;18-22;2
STAMMSTR.;9;2
THIELENSTR.;11;2
ZÜLPICHER STR.;4;2
THIELENSTR.;10;2
SEVERINSTR.;53-55;2
STAMMSTR.;88-90;2
WAHNER STR.;2/4;2
ST.-TÖNNIS-STR.;99;2
SÜRTHER STR. RO;158;2
THIEBOLDSGASSE;8 A;2
WAHLENSTR.;36;2
WAHLENSTR.;32-26/28;2
WAHLENSTR.;29-33;2
THEBÄERSTR.;56-58;2
VOGELSBERGSTR.;77/79;2
VOGELSANGER WEG JU;52;2
VIERSENER STR.;12-14;2
SIBELIUSSTR.;27;2
VENLOER STR.;265;2
THIEBOLDSGASSE;84-86;2
VENLOER STR.;266;2
ST.-TÖNNIS-STR.;93;2
ST.-TÖNNIS-STR.;8;2
WAHLENSTR.;12;2
SPICHERNSTR.;6-4;2
SINZIGER STR.;19;2
STAMMHEIMER DEICHWEG;23-25;2
WAFFENSCHMIDTSTR.;4-6;2
ZWIRNERSTR.;1;2
VOGELSANGER WEG JU;31;2
WAFFENSCHMIDTSTR.;2;2
ZÜLPICHER STR.;8-10;2
WAFFENSCHMIDTSTR.;10/12;2
THIEBOLDSGASSE;6-8;2
SEVERINSTR.;60;2
SÜRTHER STR. RO;69-71;2
ZÜLPICHER STR.;9-11;2
SIEMENSSTR.;37;2
SIMON-MEISTER-STR.;5-7;2
WACHOLDERWEG;51;2
ST.-TÖNNIS-STR.;53;2
VULKANSTR.;;2
SÜRTHER STR. RO;73;2
ST.-TÖNNIS-STR.;51-53;2
SECHZIGSTR.;38;2
STEUBENSTR.;16;2
VULKANSTR.;10;2
ZÜLPICHER WALL;6-8;2
SIMROCKSTR.;1;2
VOGELSANGER WEG JU;2;2
VOR ST.MARTIN;1;2
VENLOER STR.;277;2
STENZELBERGSTR.;12;2
SCHNURGASSE;37;2
STOCKHOLMER ALLEE;7;2
VENLOER STR.;28;2
SIMROCKSTR.;2;2
STEUBENSTR.;19-23;2
VORSTERSTR.;95;2
ST.-TÖNNIS-STR.;49/51;2
VORSTERSTR.;79-81;2
STAMMHEIMER STR.;98-100;2
VORSTERSTR.;73;2
VOGELSANGER WEG;56;2
SIMROCKSTR.;34;2
SÜRTHER STR. RO;80;2
SIMROCKSTR.;36-38;2
SEVERINSTR.;64-66;2
SEVERINSTR.;65;2
THIEBOLDSGASSE;138/140;2
VENLOER STR.;293;2
VOGELSANGER STR.;99-105;2
THIEBOLDSGASSE;138;2
SCHNURGASSE;47-49;2
SECHZIGSTR.;35;2
STENZELBERGSTR.;16;2
THEBÄERSTR.;42-44;2
SIMROCKSTR.;55/57;2
VORSTERSTR.;64-66;2
SEVERINSTR.;66;2
VORSTERSTR.;50;2
SIMROCKSTR.;61;2
SIMROCKSTR.;63;2
VOGELSANGER STR.;71-75;2
STEUBENSTR.;2;2
VORSTERSTR.;49;2
VORSTERSTR.;48;2
VORSTERSTR.;47;2
VORSTERSTR.;42;2
VOGELSANGER STR.;71/73;2
VORSTERSTR.;40-42;2
VIERSENER STR.;3;2
SÜRTHER STR. RO;86;2
SCHULSTR. WE;28;2
VORSTERSTR.;39A;2
VORSTERSTR.;39;2
TENKTERERSTR.;2-4;2
SIMROCKSTR.;79;2
THIEBOLDSGASSE;133-137;2
VENLOER STR.;3;2
VORSTERSTR.;31/33;2
SIMROCKSTR.;87;2
SCHÖNHAUSER STR.;10/16;2
SIMROCKSTR.;9;2
SCHÖNHAUSER STR.;19;2
VIERSENER STR.;4;2
SIMROCKSTR.;9-13;2
VORSTERSTR.;25-29;2
SECHZIGSTR.;31;2
VORSTERSTR.;25-23;2
SIEGBURGER STR.;39-41;2
VOGELSANGER STR.;69-71;2
STACHELSWEG;1;2
ST.-TÖNNIS-STR.;42;2
ST.-TÖNNIS-STR.;36;2
SINGHOFENER STR.;9/11;2
SIMON-MEISTER-STR.;32;2
SINNERSDORFER STR.;105;2
SCHÖNHAUSER STR.;5;2
THIEBOLDSGASSE;115-117;2
VENLOER STR.;308C-308D;2
SCHÖNHAUSER STR.;56;2
SINNERSDORFER STR.;119;2
STENZELBERGSTR.;28;2
THIEBOLDSGASSE;113-115;2
VORGEBIRGSTR.;61-63;2
VOGELSANGER STR.;66-74;2
VORGEBIRGSTR.;53-55;2
SINNERSDORFER STR.;145;2
THEBÄERSTR.;2-2A;2
TEMPELSTR.;30-33;2
VORGEBIRGSTR.;372;2
SIEBACHSTR.;89;2
VOGELSANGER STR.;51;2
VORGEBIRGSTR.;370;2
THIEBOLDSGASSE;103;2
VORGEBIRGSTR.;360;2
SEVERINSTR.;77/79;2
TEMPELSTR.;31-33;2
SIEBACHSTR.;21-23;2
SINTHERER STR.;21;2
VENLOER STR.;316/318;2
SINTHERER STR.;23;2
VORGEBIRGSTR.;336;2
VORGEBIRGSTR.;271-273;2
SINTHERER STR.;;2
VOGELSANGER STR.;50-54;2
STAMMSTR.;8;2
SOPHIENSTR.;6;2
SECHZIGSTR.;22B;2
VORGEBIRGSTR.;267;2
VENLOER STR.;322/324;2
TACITUSSTR.;13;2
SOLINGER STR. PO;27;2
SECHZIGSTR.;21;2
VENLOER STR.;324-326;2
STAMMSTR.;7-9;2
VENLOER STR.;325-323;2
THESSALONIKI-ALLEE;8-10;2
VENLOER STR.;325/327;2
VENLOER STR.;325B;2
VOGELSANGER STR.;50-50A;2
SIEBACHSTR.;80;2
VORGEBIRGSTR.;25;2
VORGEBIRGSTR.;232;2
STEPHANSTR.;13;2
SIEBACHSTR.;75-77;2
VOGELSANGER STR.;45;2
TACITUSSTR.;17-19;2
VOGELSANGER STR.;445;2
VOGELSANGER STR.;44-46;2
ZÜLPICHER WALL;6;2
VENLOER STR.;331-333;2
SIEBACHSTR.;21;2
VORGEBIRGSTR.;225;2
VENLOER STR.;333/335;2
THESSALONIKI-ALLEE;26-28;2
VORGEBIRGSTR.;223;2
SECHZIGSTR.;1-3;2
STAMMHEIMER STR.;63;2
VIETORSTR.;14-16;2
VORGEBIRGSTR.;220;2
TACITUSSTR.;21;2
TACITUSSTR.;21-23;2
VENLOER STR.;338A;2
THESSALONIKI-ALLEE;25;2
STAMMSTR.;78 B;2
THESSALONIKI-ALLEE;2-4;2
SPICHERNSTR.;75;2
VORGEBIRGSTR.;206;2
SIEBACHSTR.;16;2
TACITUSSTR.;8;2
VORGEBIRGSTR.;204;2
VORGEBIRGSTR.;202;2
VORGEBIRGSTR.;196;2
VENLOER STR.;344;2
SECHZIGSTR.;12;2
THESSALONIKI-ALLEE;21;2
VORGEBIRGSTR.;190;2
VORGEBIRGSTR.;184-186;2
STEPHANSTR.;2-4;2
ST.-TÖNNIS-STR.;10;2
SECHZIGSTR.;107-111;2
VOGELSANGER STR.;425A;2
STEYLER STR.;;2
SINZIGER STR.;14;2
VORGEBIRGSTR.;171;2
VENLOER STR.;355;2
SCHÖNHAUSER STR.;61;2
STAMMHEIMER HAUPTSTR.;45-49;2
SECHZIGSTR.;103-105;2
ST.-SEBASTIANUS-STR.;1;2
VORGEBIRGSTR.;15;2
SECHZIGSTR.;10;2
VENLOER STR.;361-363;2
VORGEBIRGSTR.;142-144;2
VORGEBIRGSTR.;142;2
SECHZIGSTR.;1;2
VORGEBIRGSTR.;138;2
VORGEBIRGSTR.;13;2
VORGEBIRGSTR.;119-121;2
TAGETESWEG;3;2
THEBÄERSTR.;14-18;2
SÖMMERINGSTR.;8-12;2
SECHTEMER STR.;1;2
STAMMSTR.;77;2
VORGEBIRGSTR.;117;2
THEBÄERSTR.;14;2
THERESIENSTR.;92;2
SIEBACHSTR.;71-73;2
VENLOER STR.;371;2
VIETORSTR.;49;2
STAMMSTR.;76;2
VENLOER STR.;374-376;2
TAKUSTR.;101;2
VORGEBIRGSTR.;110A;2
SIMMERER STR.;;2
THERESIENSTR.;88-92;2
TAKUSTR.;14;2
STRUNDENER STR.;26;2
THEBÄERSTR.;10;2
SIEGESSTR.;22-24;2
TEMPELSTR.;45;2
STOLBERGER STR.;125-127;2
VORGEBIRGSTR.;10;2
SIEGBURGER STR.;39/41;2
SEBASTIANSTR.;44;2
SIMARPLATZ;8;2
STRESEMANNSTR. PO;6;2
SEVERINSTR.;89-93;2
SEBASTIANSTR.;33;2
THERESIENSTR.;84-86;2
